lat	lon	s_PwaveMed	s_PwaveMin	s_PwaveMax	s_PwindMed	s_PwindMin	s_PwindMax
20.5	-86.5	11.4444	2.018	-359.6703	-0.0482	0.0006	-3.3387
20.5	-86.0	10.685	1.4794	-446.2044	-0.0805	0.0015	-4.4764
20.5	-85.5	9.4662	1.5825	-489.0242	-0.041	-0.0023	-2.2406
20.5	-85.0	8.6395	1.1031	-542.4104	0.0479	-0.0015	-3.5297
21.0	-120.0	-16.2292	1.087	86.7734	0.3878	0.0099	3.56
21.0	-119.5	-16.6652	0.0835	56.5687	0.3736	0.0067	6.0341
21.0	-119.0	-17.0013	-1.5188	62.0267	0.3388	0.0071	6.3435
21.0	-118.5	-15.3529	-2.5918	114.2829	0.3143	0.0031	5.5317
21.0	-118.0	-12.2866	-4.0658	160.8488	0.3154	0.0022	8.5532
21.0	-117.5	-10.2683	-3.164	173.8072	0.3321	0.0025	9.5961
21.0	-117.0	-10.1816	-0.3884	251.4469	0.3144	-0.0003	12.7711
21.0	-116.5	-10.0502	1.4452	338.0021	0.3024	0.0004	14.8295
21.0	-116.0	-9.6702	2.7921	433.6848	0.267	0.003	18.9759
21.0	-115.5	-9.3838	8.0943	444.3513	0.2413	0.0012	21.4758
21.0	-115.0	-9.9069	4.2941	480.1042	0.2474	0.0006	28.7338
21.0	-114.5	-11.3833	9.4339	447.5102	0.268	0.0	25.3955
21.0	-114.0	-11.6404	11.4145	224.7592	0.2863	0.0	17.254
21.0	-113.5	-9.6306	11.227	279.5914	0.2772	0.0	15.8731
21.0	-113.0	-9.053	11.0781	265.5929	0.2763	0.0001	17.5997
21.0	-112.5	-4.6848	10.8665	392.0867	0.3256	0.0	23.5825
21.0	-112.0	-2.3746	9.3002	432.374	0.357	0.0	24.4134
21.0	-111.5	0.4646	1.3213	561.2842	0.3719	0.0001	21.4952
21.0	-111.0	2.0764	-1.9337	674.3583	0.3801	0.0	19.5678
21.0	-110.5	3.7137	-10.6145	692.5552	0.3584	0.0	20.6886
21.0	-110.0	5.9781	-12.3413	745.1403	0.3491	0.0	20.8722
21.0	-109.5	7.3486	-10.1482	655.2515	0.372	0.0	14.1493
21.0	-109.0	7.7597	-9.9642	398.7974	0.3692	0.0004	9.0505
21.0	-108.5	8.8478	-9.311	302.9063	0.3836	0.0	5.2894
21.0	-108.0	10.7996	-8.8223	160.1352	0.3343	0.0	1.1498
21.0	-107.5	13.91	-6.755	-53.2122	0.2806	0.0	-5.1631
21.0	-107.0	16.5	-3.0526	-96.9017	0.2286	0.0	-1.9792
21.0	-106.5	19.9791	-0.7156	-88.1443	0.2306	0.0	1.5147
21.0	-106.0	20.1162	-0.8915	1.9566	0.2159	0.0	11.756
21.0	-105.5	10.9995	-3.535	77.4835	0.073	0.0	10.7972
21.0	-97.0	13.8655	0.8292	-192.319	0.0174	0.0	-1.4976
21.0	-96.5	17.0175	1.1274	-534.693	-0.0053	0.0	-7.6596
21.0	-96.0	15.8891	0.7552	-691.9573	0.0523	0.0	-17.8536
21.0	-95.5	14.852	0.5044	-730.6575	0.0467	0.0	-16.2411
21.0	-95.0	14.6255	0.3224	-594.1582	0.0021	0.0002	-15.0656
21.0	-94.5	15.3082	0.1243	-629.4488	0.0455	-0.0005	-14.5582
21.0	-94.0	16.4179	-0.1467	-512.8257	-0.0091	-0.0001	-11.2757
21.0	-93.5	15.8359	-0.2405	-378.5684	-0.0172	-0.0	-10.0448
21.0	-93.0	14.727	-0.8915	-274.2487	0.0001	-0.0003	-7.833
21.0	-92.5	12.963	-0.6064	-204.7436	0.0528	0.0	-9.3943
21.0	-92.0	11.4804	-0.2932	2.4655	0.1019	-0.0006	-9.3728
21.0	-91.5	8.2063	-0.2726	59.9416	0.0965	0.0	-4.8316
21.0	-91.0	4.5067	-0.2718	98.1278	0.0181	0.0	-4.0226
21.0	-90.5	0.9509	-0.2712	92.954	-0.0881	0.0004	-1.8523
21.0	-86.5	12.1254	1.9657	-244.2091	-0.0934	0.0003	-2.6423
21.0	-86.0	11.5452	1.2762	-258.107	-0.0832	-0.0002	-2.4501
21.0	-85.5	10.6643	0.9762	-260.4547	0.0252	-0.0011	-2.4128
21.0	-85.0	9.9027	0.6645	-290.1201	0.084	-0.0003	-0.6868
21.5	-120.0	-13.5931	-4.4911	37.1047	0.3906	0.0039	3.1009
21.5	-119.5	-14.3608	-4.676	34.6007	0.3814	0.0028	0.4659
21.5	-119.0	-15.8896	-7.1257	38.1732	0.3429	0.0041	3.5159
21.5	-118.5	-15.833	-2.7657	82.5064	0.2865	0.0053	8.1834
21.5	-118.0	-13.1164	2.644	137.1096	0.2979	0.0042	10.8536
21.5	-117.5	-9.7049	5.096	202.8876	0.3123	0.0032	15.5517
21.5	-117.0	-6.6028	3.5334	230.7349	0.3036	0.0024	13.7882
21.5	-116.5	-5.5386	5.5066	300.4191	0.2825	0.0004	17.1482
21.5	-116.0	-4.994	8.1243	371.2601	0.2463	0.0001	19.2698
21.5	-115.5	-7.63	8.9534	410.0392	0.2363	0.0005	20.6683
21.5	-115.0	-8.5719	7.5688	433.2156	0.2332	-0.0002	25.512
21.5	-114.5	-9.0108	7.0206	332.9645	0.2936	0.0001	28.8451
21.5	-114.0	-9.3537	8.1071	233.2762	0.3071	0.0	17.5443
21.5	-113.5	-6.925	9.4182	307.1162	0.2997	-0.0	15.864
21.5	-113.0	-4.555	10.5742	278.3156	0.3242	0.0001	14.8125
21.5	-112.5	-2.4329	14.4332	423.0327	0.3507	-0.0	21.0456
21.5	-112.0	0.1803	10.8801	538.7664	0.3746	0.0	34.5045
21.5	-111.5	2.6196	5.1955	647.7971	0.387	0.0	24.3127
21.5	-111.0	4.8344	-4.2561	653.1493	0.3595	0.0	15.9906
21.5	-110.5	7.8544	-10.9648	602.2816	0.3606	0.0	20.1719
21.5	-110.0	10.027	-12.4622	708.3764	0.3205	0.0	24.7977
21.5	-109.5	9.1309	-10.0434	644.7062	0.3309	0.0	17.7424
21.5	-109.0	9.8246	-6.658	446.4206	0.3468	0.0	12.543
21.5	-108.5	10.9809	-3.1486	328.3453	0.379	0.0	9.9795
21.5	-108.0	16.2412	-6.2214	229.2649	0.3313	0.0	0.04
21.5	-107.5	19.873	-5.94	6.6099	0.2677	0.0	-6.5692
21.5	-107.0	24.9092	-7.285	-36.3834	0.2052	0.0	-0.8654
21.5	-106.5	15.1449	-0.6323	-2.797	0.1887	0.0	8.0407
21.5	-106.0	16.0703	0.1072	25.9831	0.1786	0.0	12.3004
21.5	-105.5	10.7635	-0.322	78.2311	0.0491	0.0	16.607
21.5	-97.5	2.0763	0.083	41.0801	-0.0363	0.0	3.5339
21.5	-97.0	18.0218	1.3427	-418.2488	-0.0381	0.0	-1.8025
21.5	-96.5	18.1271	1.0356	-604.165	-0.0479	0.0	-11.5206
21.5	-96.0	18.1037	0.8717	-913.0344	0.0501	0.0	-24.8571
21.5	-95.5	17.0899	0.6722	-1023.1433	0.0158	0.0003	-30.0551
21.5	-95.0	16.5801	0.5522	-965.3184	0.0412	0.0	-26.594
21.5	-94.5	17.087	0.7522	-832.7235	0.055	-0.0003	-27.5902
21.5	-94.0	17.8808	0.3971	-752.5772	0.0645	0.0011	-22.8921
21.5	-93.5	17.2857	0.2208	-514.3852	0.0425	-0.0007	-13.9195
21.5	-93.0	16.1025	-0.7485	-436.9031	0.0528	-0.0001	-12.0569
21.5	-92.5	15.7717	-0.7043	-354.2152	0.0777	0.0002	-15.7607
21.5	-92.0	14.4934	-0.738	-144.7456	0.1138	-0.0008	-8.0896
21.5	-91.5	12.0513	-0.8727	-19.5513	0.1364	0.0002	-11.1304
21.5	-91.0	9.6662	-0.4445	59.2839	0.0703	-0.0002	-3.9706
21.5	-90.5	6.5102	-0.6033	103.0277	0.0025	0.0001	-5.0061
21.5	-90.0	3.9555	-0.2525	72.7737	-0.0419	-0.0	-2.3928
21.5	-89.5	2.2753	-0.0588	28.6996	-0.0416	-0.0001	-5.3921
21.5	-89.0	1.7185	-0.0159	41.7813	-0.0683	-0.0006	-10.7481
21.5	-87.5	0.7169	-0.2757	34.1852	-0.004	-0.0003	-4.4383
21.5	-86.5	9.8523	1.6969	-134.4356	-0.0007	-0.0049	-4.721
21.5	-86.0	11.6986	1.3199	-126.1634	-0.031	-0.0018	-0.3274
21.5	-85.5	11.2432	1.0096	-128.8293	0.0727	0.0003	1.7453
21.5	-85.0	9.2774	1.0929	-143.0282	0.1632	-0.0002	0.7309
22.0	-120.0	-15.0435	-3.8431	25.1024	0.405	0.0021	1.6442
22.0	-119.5	-13.9107	-4.9272	33.184	0.3585	0.0021	2.2505
22.0	-119.0	-14.6684	-3.9441	35.8132	0.3349	0.0011	2.5542
22.0	-118.5	-14.6032	-4.1514	41.8563	0.3213	0.0017	3.7295
22.0	-118.0	-10.5605	1.171	82.2827	0.3054	0.0016	10.4194
22.0	-117.5	-9.412	3.7605	135.2876	0.3086	0.0028	14.38
22.0	-117.0	-7.0927	3.4977	179.8992	0.2835	0.0002	14.9934
22.0	-116.5	-4.2516	3.1349	192.1412	0.2741	-0.0005	16.4749
22.0	-116.0	-2.1954	4.8113	291.2128	0.2612	0.0002	20.0124
22.0	-115.5	-1.4608	4.9428	318.28	0.2672	0.0	23.1626
22.0	-115.0	-5.3999	2.315	304.3367	0.2806	0.0002	23.1981
22.0	-114.5	-6.8439	4.9137	235.7346	0.2997	0.0001	19.3398
22.0	-114.0	-6.5923	6.4451	230.333	0.3002	-0.0004	14.1426
22.0	-113.5	-6.6302	3.5235	285.1824	0.3016	-0.0003	17.512
22.0	-113.0	-4.7905	6.0848	238.1738	0.3119	0.0	13.9755
22.0	-112.5	-1.3182	5.2905	333.6322	0.3471	0.0	16.8653
22.0	-112.0	1.9169	0.8114	568.0557	0.356	0.0002	29.1843
22.0	-111.5	3.8096	-1.0951	663.4371	0.4285	0.0	23.2859
22.0	-111.0	3.7364	-3.1656	697.8789	0.4346	0.0	20.3597
22.0	-110.5	8.2319	-8.2826	679.1729	0.3876	0.0	21.8415
22.0	-110.0	9.6812	-11.2009	731.7126	0.281	0.0	18.7312
22.0	-109.5	7.1477	-4.2124	639.8503	0.2456	0.0	15.4002
22.0	-109.0	12.8164	-3.2932	473.8695	0.3019	0.0	12.8286
22.0	-108.5	17.8316	-2.0848	340.7511	0.3557	0.0	9.2302
22.0	-108.0	23.1608	-11.2297	215.2165	0.3129	0.0	3.0171
22.0	-107.5	25.7658	-8.8648	6.682	0.2528	0.0	-1.9754
22.0	-107.0	25.3014	-5.3208	12.7932	0.203	0.0	5.1528
22.0	-106.5	18.5224	-2.3038	56.3974	0.1726	0.0	10.4118
22.0	-106.0	14.0164	0.7883	50.6118	0.1328	0.0	10.5518
22.0	-97.5	11.4993	1.0967	-264.6459	-0.082	0.0	-2.3642
22.0	-97.0	19.2992	1.2878	-740.4665	-0.0974	0.0	-15.423
22.0	-96.5	19.59	1.1047	-1047.8897	-0.0514	0.0	-29.1136
22.0	-96.0	19.7229	0.8947	-1245.6642	-0.0173	0.0	-37.8086
22.0	-95.5	19.6996	0.7514	-1347.3324	0.0607	-0.0004	-29.9991
22.0	-95.0	19.468	0.7261	-1290.5559	0.1503	0.0006	-34.709
22.0	-94.5	19.5902	0.7937	-899.1782	0.1607	0.0005	-25.2835
22.0	-94.0	19.9892	0.3299	-777.8489	0.1319	-0.0001	-16.5305
22.0	-93.5	19.7193	0.0595	-784.1607	0.1318	-0.0008	-14.2518
22.0	-93.0	18.7042	-0.4004	-653.6899	0.1384	-0.0007	-13.0383
22.0	-92.5	18.1951	-0.976	-556.4633	0.1334	0.0002	-17.4976
22.0	-92.0	17.7823	-1.1684	-391.8437	0.1543	0.0	-13.8556
22.0	-91.5	16.189	-1.2142	-241.8885	0.2145	0.0002	-10.5537
22.0	-91.0	14.2868	-1.2111	-141.3914	0.2777	0.0002	-9.3503
22.0	-90.5	12.7775	-1.3149	-37.6794	0.2254	-0.0004	-8.3653
22.0	-90.0	10.8234	-1.0839	-30.4772	0.2179	-0.0001	-4.6602
22.0	-89.5	9.1945	-1.1347	-46.9462	0.2511	-0.0003	-8.2776
22.0	-89.0	6.9815	-1.1541	-3.8528	0.1999	0.0007	-8.816
22.0	-88.5	5.6236	-1.2976	-23.3205	0.1237	0.0012	-8.2005
22.0	-88.0	4.9937	-0.9423	-0.3911	0.1223	-0.0005	-17.6219
22.0	-87.5	4.7884	-0.2321	-15.9538	0.052	-0.001	-12.205
22.0	-87.0	6.7134	0.1618	-53.0646	0.0403	0.0002	-13.3847
22.0	-86.5	9.9877	0.6831	-116.6889	0.0582	0.0006	-8.3956
22.0	-86.0	9.7328	0.8961	-103.6444	0.0867	0.0007	-5.8253
22.0	-85.5	7.2776	0.7765	-50.1848	0.094	-0.0006	-1.5567
22.0	-85.0	3.4361	0.2496	23.4164	0.174	0.0004	-0.1885
22.5	-120.0	-15.5728	-5.9125	26.81	0.3761	0.0012	-0.5801
22.5	-119.5	-12.0169	-7.0042	35.5979	0.3368	0.001	-2.0494
22.5	-119.0	-12.8129	-3.8931	33.7944	0.3431	0.0018	1.6996
22.5	-118.5	-12.3917	-4.2789	32.9739	0.3387	0.0014	5.5886
22.5	-118.0	-10.7716	0.8205	39.2467	0.3263	0.0009	8.5936
22.5	-117.5	-9.2954	2.2602	71.8517	0.2907	0.0006	10.6403
22.5	-117.0	-6.619	1.6463	100.907	0.272	0.0002	13.541
22.5	-116.5	-3.6924	0.0296	150.7958	0.2767	0.0004	18.3287
22.5	-116.0	-0.9198	0.7312	220.5084	0.2664	0.0008	17.0344
22.5	-115.5	-0.0208	5.0313	221.864	0.2761	0.0001	21.4438
22.5	-115.0	-1.4524	-0.4055	233.9363	0.277	-0.0001	22.3627
22.5	-114.5	-3.7081	2.1308	198.1408	0.2752	-0.0001	16.8923
22.5	-114.0	-3.8767	-1.988	177.1626	0.2876	0.0	12.1936
22.5	-113.5	-4.6973	1.279	216.4845	0.3059	-0.0002	17.4192
22.5	-113.0	-2.3078	4.0945	265.8519	0.3051	0.0	16.7863
22.5	-112.5	-1.4709	4.1296	364.5848	0.3157	0.0	17.1374
22.5	-112.0	0.9308	0.423	608.2618	0.3667	0.0	29.9724
22.5	-111.5	5.0694	-4.1851	816.45	0.4551	0.0004	26.775
22.5	-111.0	7.6114	-6.5494	852.9755	0.531	0.0003	25.931
22.5	-110.5	9.2	-11.8365	816.6792	0.511	0.0	21.0922
22.5	-110.0	7.4804	-9.9124	728.7109	0.1876	0.0	16.2441
22.5	-109.5	12.2382	0.6691	611.9132	0.0936	0.0	13.2402
22.5	-109.0	17.8388	-4.1698	477.6715	0.216	0.0	10.9746
22.5	-108.5	23.2136	-5.6394	334.0538	0.3442	0.0	7.5012
22.5	-108.0	23.5303	-5.4183	213.2079	0.3042	0.0	-1.3676
22.5	-107.5	24.3286	2.3552	109.1452	0.2403	0.0	2.4716
22.5	-107.0	24.8243	-1.0686	139.435	0.2136	0.0	11.7287
22.5	-106.5	19.3015	0.4778	151.4024	0.1742	0.0	14.0417
22.5	-106.0	11.2543	1.6189	106.7479	0.0588	0.0	11.247
22.5	-97.5	16.9698	1.5275	-597.1343	-0.0985	0.0	-9.6727
22.5	-97.0	20.2621	1.856	-1029.8774	-0.1683	0.0	-24.4926
22.5	-96.5	20.8393	1.4316	-1141.9644	-0.0561	0.0	-24.0336
22.5	-96.0	21.6679	1.4137	-1349.0361	0.0437	0.0	-39.0883
22.5	-95.5	21.7787	1.1319	-1696.8531	0.1589	0.0003	-39.7883
22.5	-95.0	22.1865	0.8078	-1635.1471	0.2713	0.0015	-37.9796
22.5	-94.5	22.3846	0.6939	-1051.7089	0.3067	0.0014	-25.1756
22.5	-94.0	22.8039	0.7579	-1037.9001	0.2137	0.0015	-21.0493
22.5	-93.5	22.3913	0.4311	-1042.1344	0.2121	0.0004	-18.5969
22.5	-93.0	21.693	0.0718	-1028.996	0.2404	-0.0002	-19.7718
22.5	-92.5	21.1811	-0.4071	-938.8613	0.2382	-0.0007	-18.3095
22.5	-92.0	20.5827	-1.0019	-752.4976	0.267	-0.0002	-15.0938
22.5	-91.5	19.9277	-1.2272	-632.8482	0.3586	0.0003	-16.9402
22.5	-91.0	17.8059	-1.9902	-479.1753	0.3459	0.0	-11.7454
22.5	-90.5	16.221	-1.7902	-348.3262	0.3275	0.0	-8.6951
22.5	-90.0	13.5892	-1.4072	-258.2227	0.3748	0.0002	-6.1332
22.5	-89.5	11.7743	-1.729	-258.0823	0.3904	0.0001	-4.2716
22.5	-89.0	10.4801	-1.4724	-278.4464	0.3623	-0.0001	-9.4227
22.5	-88.5	9.8669	-0.9647	-211.6762	0.354	0.0012	-11.0153
22.5	-88.0	9.4932	-0.8325	-164.6906	0.3131	-0.0004	-13.2973
22.5	-87.5	9.1133	-0.3872	-113.1341	0.2577	-0.0007	-12.1257
22.5	-87.0	9.1144	0.0289	-94.1123	0.2312	0.0011	-10.7446
22.5	-86.5	8.5196	0.5419	-82.1036	0.2196	0.0011	-6.4483
22.5	-86.0	7.2558	0.2558	-73.8863	0.2129	-0.0002	-5.7306
22.5	-85.5	5.3061	-0.1363	-33.0955	0.2277	0.0002	-7.9961
22.5	-85.0	2.3148	0.0417	82.0647	0.1772	-0.0004	-10.5345
23.0	-120.0	-15.8644	-2.9987	17.6039	0.3418	0.0009	-1.1811
23.0	-119.5	-12.2364	-6.2162	27.0782	0.3191	0.0008	-2.092
23.0	-119.0	-10.443	-5.3536	30.7599	0.317	0.001	1.1185
23.0	-118.5	-10.2989	-4.6322	27.4454	0.3301	0.0003	4.6165
23.0	-118.0	-8.814	-1.3121	23.4505	0.3459	0.0003	7.5277
23.0	-117.5	-10.3612	1.4612	22.2264	0.3161	0.0002	7.3408
23.0	-117.0	-8.2188	-1.9639	67.7451	0.2723	-0.0005	11.5623
23.0	-116.5	-5.7464	-0.896	76.8404	0.2601	-0.0006	12.8165
23.0	-116.0	-0.2963	0.0243	113.9295	0.2409	0.0	15.15
23.0	-115.5	-0.2663	-1.7189	142.4287	0.2608	-0.0005	16.9346
23.0	-115.0	-0.1788	-1.3992	142.32	0.2826	0.0	20.4386
23.0	-114.5	-2.0266	0.1302	123.0017	0.2852	0.0002	18.5655
23.0	-114.0	-4.5408	-1.9656	134.9075	0.2771	0.0004	12.7874
23.0	-113.5	-5.9151	0.2304	146.2054	0.289	0.0	17.5947
23.0	-113.0	-4.1097	3.5649	331.4403	0.2822	0.0	19.0237
23.0	-112.5	-3.0577	4.5786	369.6868	0.2692	0.0004	19.7643
23.0	-112.0	0.4014	-1.5389	524.9762	0.3241	0.0	21.9631
23.0	-111.5	2.4134	-3.4857	734.946	0.404	0.0003	21.319
23.0	-111.0	10.6532	-6.1161	751.3822	0.5275	0.0	26.1276
23.0	-110.5	12.1818	-4.1168	588.6568	0.4832	0.0	21.7872
23.0	-109.5	12.1122	-1.227	436.8717	-0.0268	0.0	14.0382
23.0	-109.0	24.3994	-1.5888	454.2108	0.2896	0.0	9.4849
23.0	-108.5	23.947	-0.3158	371.9895	0.3829	0.0	6.4348
23.0	-108.0	25.8656	1.9995	297.6966	0.2866	0.0	7.6046
23.0	-107.5	26.3098	2.0184	195.2853	0.2555	0.0	3.5254
23.0	-107.0	25.7151	1.1171	174.5407	0.2066	0.0	9.5851
23.0	-106.5	19.0808	1.8347	192.9248	0.1208	0.0	14.1203
23.0	-97.5	17.6471	1.8064	-873.7186	-0.1931	0.0	-30.8033
23.0	-97.0	21.6567	1.8645	-1151.0521	-0.1494	0.0	-25.8751
23.0	-96.5	22.5465	1.9242	-1381.5558	-0.0243	0.0	-23.4751
23.0	-96.0	22.8406	1.816	-1610.7516	0.0968	0.0001	-34.2125
23.0	-95.5	23.2775	1.6796	-1797.4115	0.2311	0.0006	-35.9132
23.0	-95.0	23.5796	1.2683	-1433.2236	0.3706	0.0008	-28.8759
23.0	-94.5	23.7413	0.9544	-1122.7096	0.3399	0.0004	-22.7891
23.0	-94.0	23.8098	0.8457	-904.0015	0.3317	-0.0004	-17.6507
23.0	-93.5	23.8046	0.6098	-835.2027	0.3348	0.0003	-13.6829
23.0	-93.0	24.3271	0.2716	-807.3407	0.3427	-0.0003	-10.6487
23.0	-92.5	23.5764	-0.2072	-701.6658	0.3301	0.0006	-11.9991
23.0	-92.0	22.4066	-0.6536	-545.0688	0.3374	-0.0005	-10.5341
23.0	-91.5	21.4684	-1.209	-414.3108	0.3726	0.0012	-9.6776
23.0	-91.0	19.4413	-1.5327	-311.2269	0.4069	0.0002	-9.0544
23.0	-90.5	17.812	-1.5354	-247.8594	0.3834	-0.0006	-5.9844
23.0	-90.0	16.7658	-1.4913	-187.0259	0.4398	0.0003	-4.7431
23.0	-89.5	15.0493	-1.2855	-143.3357	0.4542	0.0005	-3.1958
23.0	-89.0	13.313	-0.8666	-161.5102	0.5001	-0.0001	-3.7935
23.0	-88.5	13.0441	-0.7582	-212.0765	0.4744	-0.0004	-8.27
23.0	-88.0	12.5232	-0.5363	-242.6451	0.5104	-0.0001	-9.5959
23.0	-87.5	11.4271	-0.0438	-203.1503	0.4472	0.0002	-5.9558
23.0	-87.0	10.8459	0.3417	-128.3819	0.4303	-0.0002	-4.0832
23.0	-86.5	9.5604	0.0655	-86.07	0.4285	-0.0013	-2.2278
23.0	-86.0	6.5815	-0.2043	-98.4977	0.4398	0.0	-8.7384
23.0	-85.5	5.0934	-0.2163	44.2666	0.4573	-0.0007	-16.5942
23.0	-85.0	3.5274	-0.4498	133.8939	0.449	-0.0018	-6.7302
23.5	-120.0	-15.6891	-1.5051	15.9204	0.2959	0.0023	-2.0303
23.5	-119.5	-13.4687	-5.2232	24.4296	0.3028	0.0015	-2.539
23.5	-119.0	-11.359	-4.4548	23.805	0.3048	0.0002	-0.8031
23.5	-118.5	-9.3224	-3.7752	13.3396	0.316	0.0001	0.1683
23.5	-118.0	-10.1531	-1.6594	2.0728	0.3036	0.0001	3.3276
23.5	-117.5	-11.0082	0.4473	-2.2469	0.2788	-0.0002	3.7527
23.5	-117.0	-9.584	-3.4617	-6.9643	0.2566	0.0	7.2228
23.5	-116.5	-6.8415	-2.5121	7.4325	0.2336	0.0	7.6668
23.5	-116.0	-3.7275	0.4897	15.9609	0.2291	0.0004	8.8344
23.5	-115.5	0.5469	-1.2135	46.7976	0.2606	-0.0001	8.8521
23.5	-115.0	-0.2791	-1.7921	69.2175	0.29	0.0	13.8805
23.5	-114.5	-1.2078	-2.822	91.8695	0.3221	0.0002	18.1027
23.5	-114.0	-4.0868	-0.061	98.2488	0.2953	0.0	13.539
23.5	-113.5	-5.7719	2.7893	136.458	0.2571	0.0	16.2685
23.5	-113.0	-4.801	4.1764	339.5131	0.2321	0.0	19.6867
23.5	-112.5	-2.2184	1.0682	408.3655	0.2196	0.0004	20.2747
23.5	-112.0	0.4762	0.8594	508.8542	0.2819	0.0003	22.8714
23.5	-111.5	7.4366	-5.0836	597.8927	0.3582	0.0	24.6301
23.5	-111.0	11.7607	-5.6686	596.7907	0.4328	0.0003	25.4462
23.5	-110.5	10.0572	-5.4717	453.8668	0.2172	0.0	18.9916
23.5	-109.0	15.5179	-2.4356	356.781	0.5122	0.0	9.351
23.5	-108.5	19.6531	-3.7905	377.384	0.4172	0.0	7.9182
23.5	-108.0	25.0852	0.396	344.9069	0.3167	0.0	9.2845
23.5	-107.5	24.5739	2.7448	239.4026	0.271	0.0	7.3269
23.5	-107.0	19.4514	0.9758	171.9281	0.1557	0.0	8.6625
23.5	-97.5	16.86	2.119	-790.3794	-0.2	0.0	-19.1244
23.5	-97.0	22.8848	2.3705	-1198.5389	-0.0437	0.0001	-22.274
23.5	-96.5	25.0194	2.3475	-1423.405	0.1399	-0.0002	-29.0401
23.5	-96.0	24.9297	2.1688	-1481.2689	0.25	0.0	-25.7029
23.5	-95.5	24.3218	2.1093	-1206.4039	0.3317	-0.0	-18.2986
23.5	-95.0	24.2584	1.5187	-906.2957	0.429	0.0	-15.2072
23.5	-94.5	24.4376	1.1339	-663.8723	0.3995	0.0007	-13.3487
23.5	-94.0	24.5656	0.8175	-614.9554	0.4196	0.0008	-13.5872
23.5	-93.5	24.8599	0.5529	-556.3891	0.412	0.0002	-11.5917
23.5	-93.0	25.4472	-0.1103	-535.1994	0.4291	-0.0008	-8.8122
23.5	-92.5	24.1214	-0.4528	-451.2745	0.3878	-0.0007	-7.9973
23.5	-92.0	23.5259	-0.1842	-343.3143	0.4086	0.0001	-7.9457
23.5	-91.5	22.3741	-0.8728	-243.3946	0.4076	-0.0002	-6.8981
23.5	-91.0	20.6242	-1.2692	-164.8864	0.4301	-0.0004	-4.6536
23.5	-90.5	18.5574	-1.072	-118.8747	0.461	-0.0014	-3.3665
23.5	-90.0	17.3881	-0.9158	-94.783	0.4991	0.0003	-3.3335
23.5	-89.5	16.1532	-1.382	-47.2721	0.5523	0.0002	-2.9319
23.5	-89.0	14.6881	-0.975	-46.5043	0.5534	0.0	-2.6118
23.5	-88.5	13.3285	-0.7144	-48.1131	0.5569	0.0003	-3.2722
23.5	-88.0	12.7118	-0.3905	-114.6715	0.5593	0.0004	2.7885
23.5	-87.5	11.9301	0.0455	-124.2857	0.5498	-0.0006	3.788
23.5	-87.0	11.5171	0.1092	-197.5817	0.561	-0.0003	-3.3325
23.5	-86.5	11.0036	-0.1065	-113.3991	0.5992	-0.0004	-4.8966
23.5	-86.0	9.0331	-0.2922	34.6789	0.6676	0.0005	-5.6119
23.5	-85.5	7.5411	-0.6812	125.3808	0.6514	0.0007	-6.8438
23.5	-85.0	6.8055	-0.6437	168.9263	0.642	-0.001	-6.3618
24.0	-120.0	-22.0627	3.3047	5.1704	0.2713	0.0016	-3.972
24.0	-119.5	-17.3529	-5.991	8.642	0.2688	0.0034	-2.0794
24.0	-119.0	-14.3996	-5.4763	3.765	0.2635	0.0029	-2.3561
24.0	-118.5	-12.374	-4.1194	-3.5577	0.2686	0.0008	-1.2278
24.0	-118.0	-11.906	-2.9441	-13.7755	0.2517	0.0011	-0.7519
24.0	-117.5	-11.0035	-3.654	-5.9855	0.252	0.0015	1.7749
24.0	-117.0	-8.9291	-3.5212	-1.0504	0.2444	0.0007	4.6039
24.0	-116.5	-6.7733	-1.5805	-8.8959	0.2356	0.0006	3.5818
24.0	-116.0	-4.8335	0.645	13.145	0.233	0.0006	5.0191
24.0	-115.5	-2.3269	-2.679	33.2736	0.2613	-0.0005	5.7593
24.0	-115.0	-0.933	-1.6515	59.6852	0.2844	0.0002	7.3593
24.0	-114.5	-2.5273	-3.3943	105.4768	0.2888	0.0	12.6229
24.0	-114.0	-5.2551	-1.4809	111.0751	0.3095	0.0	17.5705
24.0	-113.5	-6.6103	1.922	163.5577	0.2604	0.0	19.4822
24.0	-113.0	-4.8441	3.9907	236.3188	0.2361	-0.0005	18.2617
24.0	-112.5	-1.1912	0.7192	383.0593	0.2285	0.0	27.8809
24.0	-112.0	6.8112	-2.7289	493.5945	0.2445	0.0	27.9246
24.0	-111.5	11.0808	-5.8984	572.5273	0.2969	-0.0003	28.2696
24.0	-111.0	10.4172	2.9848	541.2774	0.2671	0.0007	23.2943
24.0	-109.5	5.5159	-1.3174	250.3204	0.3588	0.0	18.9906
24.0	-109.0	8.1885	-0.8635	332.5236	0.4496	0.0	9.6152
24.0	-108.5	18.0169	-3.2573	408.5261	0.4316	0.0	8.7671
24.0	-108.0	19.2467	-0.4374	372.5086	0.3358	0.0	9.1943
24.0	-107.5	16.5957	3.2923	259.3648	0.1854	0.0	12.1072
24.0	-97.5	13.5223	1.3365	-346.7784	-0.1869	0.0	-8.4626
24.0	-97.0	24.6057	2.0289	-756.3491	-0.0049	0.0003	-8.7925
24.0	-96.5	26.789	2.0376	-855.6812	0.197	0.0	-8.9539
