lat	lon	s_PwaveMed	s_PwaveMin	s_PwaveMax	s_PwindMed	s_PwindMin	s_PwindMax
17.0	-114.5	-8.4673	-7.2366	-9.9623	0.5498	-0.0003	-3.9643
17.0	-114.0	-8.8021	-11.966	40.2384	0.4735	-0.0013	-0.2514
17.0	-113.5	-9.924	-9.8202	17.5995	0.4376	-0.0002	1.6726
17.0	-113.0	-7.4681	-11.313	-75.5852	0.3928	0.0015	-0.4327
17.0	-112.5	-5.0307	-7.1924	-36.5953	0.3674	-0.0002	4.0188
17.0	-112.0	-3.6448	-4.2806	26.6081	0.3491	0.0011	5.7767
17.0	-111.5	-1.8853	3.3491	152.9324	0.3113	0.0015	8.079
17.0	-111.0	-0.1361	5.1409	246.7512	0.2648	0.0008	10.4061
17.0	-110.5	0.8793	8.4264	280.3965	0.2493	0.0	17.5662
17.0	-110.0	1.3463	0.1027	168.4331	0.258	0.0	12.7591
17.0	-109.5	0.8568	2.5493	168.831	0.2424	0.0002	9.334
17.0	-109.0	-2.041	-1.0948	65.8072	0.2441	0.0002	-1.0259
17.0	-108.5	-3.8523	-2.8864	-155.8541	0.2316	0.0	-20.0203
17.0	-108.0	-4.391	-2.3721	-316.2793	0.211	0.0	-22.635
17.0	-107.5	-5.4241	-5.6411	-301.3422	0.192	0.0	-21.0607
17.0	-107.0	-4.4436	-1.7384	-331.0789	0.1626	0.0	-24.9696
17.0	-106.5	-4.8321	1.4232	-296.959	0.1236	0.0	-24.6765
17.0	-106.0	-2.7734	1.8334	-216.605	0.1027	0.0	-20.5974
17.0	-105.5	0.1887	1.5542	-204.0692	0.1045	0.0	-16.6495
17.0	-105.0	3.5229	2.639	-249.2094	0.0956	0.0	-14.6532
17.0	-104.5	3.2353	-3.2321	-194.8334	0.0826	0.0	-10.3035
17.0	-104.0	1.385	-3.9663	-73.5178	0.0587	0.0	-8.4451
17.0	-103.5	6.8005	-5.7274	-70.0869	0.0535	0.0	-3.2596
17.0	-103.0	10.0704	-6.4025	-97.0402	0.0686	0.0	-2.7824
17.0	-102.5	12.0134	-7.886	-42.2914	0.0571	0.0	1.297
17.0	-102.0	15.1241	-0.2666	51.9759	0.0352	0.0	6.0764
17.0	-101.5	16.35	0.5611	142.0932	0.0257	0.0	5.3972
17.0	-101.0	18.2417	-0.2133	152.2204	0.037	0.0	4.9643
17.0	-100.5	18.9021	-1.6337	193.0473	0.0127	0.0	5.3217
17.0	-88.0	3.2153	1.7721	-190.7779	-0.0609	0.0	-14.7726
17.0	-87.5	6.2788	3.9381	-341.5444	0.0657	0.0003	-23.3544
17.0	-87.0	8.1384	4.4745	-390.5238	0.0859	0.0	-19.7862
17.0	-86.5	8.9372	4.8098	-392.1917	0.0965	0.0003	-20.6231
17.0	-86.0	9.179	4.5722	-377.2863	0.1648	0.0	-15.2439
17.0	-85.5	9.2805	4.8473	-369.4354	0.2895	0.0002	-10.7716
17.0	-85.0	9.134	4.9422	-375.1839	0.2743	-0.0003	-7.7871
17.5	-120.0	-8.3185	4.7053	72.4993	0.8536	0.0022	1.6061
17.5	-119.5	-6.1876	5.1469	85.0915	0.7955	-0.0018	6.2092
17.5	-119.0	-6.7683	3.4904	108.8988	0.7011	-0.0008	4.3246
17.5	-118.5	-7.1816	0.5272	148.5586	0.6364	0.0022	2.8785
17.5	-118.0	-11.215	-7.8278	158.7809	0.6021	0.001	2.2638
17.5	-117.5	-9.5363	-10.4229	136.8874	0.5867	-0.0002	0.3853
17.5	-117.0	-11.8739	-11.5383	75.1669	0.5579	-0.0005	0.1542
17.5	-116.5	-9.4511	-8.3529	33.7195	0.5531	0.002	1.6622
17.5	-116.0	-6.436	-2.412	9.2535	0.513	0.0024	4.244
17.5	-115.5	-7.1663	-2.3882	-35.6077	0.4606	0.0031	0.2648
17.5	-115.0	-8.3999	-5.5334	-23.5051	0.4896	0.0019	-3.4177
17.5	-114.5	-9.7849	-8.0753	-87.5072	0.5165	0.0026	-1.6605
17.5	-114.0	-8.3219	-6.9189	-61.8353	0.4745	-0.0034	-1.026
17.5	-113.5	-8.6389	-5.3401	-100.2673	0.456	0.0002	4.9288
17.5	-113.0	-6.8878	-3.1488	-62.9772	0.409	0.0005	4.2679
17.5	-112.5	-6.5367	2.2799	72.8528	0.377	0.0002	13.6095
17.5	-112.0	-4.3313	1.6212	182.3455	0.3609	0.0003	12.4762
17.5	-111.5	-3.2848	5.4822	373.1818	0.3387	0.0003	15.0359
17.5	-111.0	-0.6225	7.6778	361.5692	0.3021	0.0	13.6395
17.5	-110.5	3.2477	6.0171	235.7955	0.2678	0.0	16.3852
17.5	-110.0	4.1288	7.0843	144.4027	0.2778	0.0	13.0386
17.5	-109.5	3.1249	4.3995	117.4946	0.2885	0.0	8.7557
17.5	-109.0	1.8824	1.8338	62.987	0.3034	0.0	-1.6943
17.5	-108.5	0.0702	1.1167	-171.4812	0.285	0.0	-10.4947
17.5	-108.0	-3.0203	1.5127	-437.9553	0.2768	0.0	-12.9792
17.5	-107.5	-5.6915	2.7703	-443.9105	0.2415	0.0	-15.8866
17.5	-107.0	-3.9926	4.509	-485.9742	0.2061	0.0	-24.969
17.5	-106.5	-4.0971	4.5775	-389.4934	0.1681	0.0	-21.5826
17.5	-106.0	-2.9074	6.173	-266.7243	0.1233	0.0	-11.583
17.5	-105.5	-0.4524	6.1206	-245.5067	0.1127	0.0	-17.2875
17.5	-105.0	6.2809	4.7161	-282.4577	0.1177	0.0	-14.725
17.5	-104.5	4.8185	-0.0195	-240.2808	0.1039	0.0	-13.4969
17.5	-104.0	4.2184	-1.5101	-111.7651	0.0869	0.0	-8.8781
17.5	-103.5	12.5499	-5.1241	5.9449	0.0793	0.0	-7.5493
17.5	-103.0	14.6608	-5.1371	34.6026	0.0535	0.0	-3.6655
17.5	-102.5	16.1878	-3.5508	125.4056	0.0383	0.0	-5.3062
17.5	-102.0	20.5421	3.7151	181.8679	0.0131	0.0	-1.6023
17.5	-101.5	17.9899	-1.9636	165.1691	0.0015	0.0	-0.0823
17.5	-88.0	2.3846	1.7606	-256.3343	-0.0081	0.0001	-23.9259
17.5	-87.5	8.6726	4.3604	-643.2357	0.0614	0.0008	-29.8208
17.5	-87.0	9.9824	4.9476	-557.9373	0.0704	0.0003	-26.6312
17.5	-86.5	10.1746	5.0173	-512.2114	0.1387	0.0006	-28.4315
17.5	-86.0	11.0408	5.0518	-475.3823	0.1884	0.0003	-24.99
17.5	-85.5	10.8791	5.2072	-485.6744	0.1796	-0.0004	-21.1001
17.5	-85.0	10.5818	5.1192	-474.9181	0.1859	0.0003	-12.5107
18.0	-120.0	-7.33	4.933	208.2051	0.8275	0.0185	3.1952
18.0	-119.5	-8.5432	7.1166	179.6102	0.7575	0.0106	4.1961
18.0	-119.0	-8.383	6.2774	194.8203	0.6917	0.0092	3.0892
18.0	-118.5	-9.3849	3.6149	191.825	0.6232	-0.0021	0.328
18.0	-118.0	-11.4641	-3.2708	151.5892	0.5852	-0.0	1.4502
18.0	-117.5	-11.606	-5.6083	106.4033	0.5567	-0.0032	0.4883
18.0	-117.0	-11.9743	-5.5084	33.1506	0.5439	0.0011	-3.2619
18.0	-116.5	-10.0894	-5.4054	7.06	0.5487	-0.0001	8.8125
18.0	-116.0	-8.7794	-6.8492	13.3074	0.5023	0.0011	5.0275
18.0	-115.5	-11.2064	-1.8991	6.3357	0.4371	0.0019	-0.3268
18.0	-115.0	-10.0274	-4.3362	1.1554	0.4218	0.0039	-0.0177
18.0	-114.5	-6.3131	-1.6865	54.6491	0.4395	0.002	3.5865
18.0	-114.0	-7.5322	-5.8135	51.7804	0.4288	-0.0013	6.0972
18.0	-113.5	-8.4124	-5.3935	132.4893	0.4318	-0.0004	13.3456
18.0	-113.0	-8.0743	-6.1745	246.3449	0.404	0.0004	16.4927
18.0	-112.5	-7.0319	2.5493	410.6243	0.388	0.0004	24.319
18.0	-112.0	-3.2063	7.0303	494.7428	0.3703	0.0009	21.7826
18.0	-111.5	-1.2189	6.9628	502.6538	0.3454	0.0007	20.3407
18.0	-111.0	0.8576	7.4646	384.9317	0.3427	0.0007	12.917
18.0	-110.5	4.0404	7.3157	150.4116	0.341	0.0	6.0853
18.0	-110.0	5.3164	9.4016	-58.8944	0.3465	0.0	2.1355
18.0	-109.5	5.3039	5.8223	-4.3546	0.3324	0.0	9.4314
18.0	-109.0	3.4667	5.1798	92.219	0.3357	0.0002	6.3977
18.0	-108.5	2.5967	4.8955	-75.3269	0.3319	0.0	-1.0107
18.0	-108.0	0.3886	4.8959	-346.2794	0.3155	0.0	-5.4369
18.0	-107.5	-1.2907	5.5323	-314.3294	0.268	0.0	-8.9134
18.0	-107.0	-0.1086	6.7808	-476.1433	0.2392	0.0	-18.414
18.0	-106.5	-0.1471	7.8134	-482.0653	0.2198	0.0	-15.7828
18.0	-106.0	1.1922	8.3294	-398.6811	0.1669	0.0	-14.6631
18.0	-105.5	1.4696	7.8838	-246.9772	0.1457	0.0	-13.9998
18.0	-105.0	5.1581	5.1293	-122.3213	0.1452	0.0	-8.0203
18.0	-104.5	6.9506	0.3676	-130.5806	0.1109	0.0	-13.1858
18.0	-104.0	8.9654	0.7917	64.0519	0.0743	0.0	-7.4645
18.0	-103.5	12.6021	-5.4396	88.6301	0.0686	0.0	-0.6837
18.0	-103.0	17.1003	2.0585	58.8557	0.0176	0.0	1.0822
18.0	-102.5	15.6226	1.9065	85.2735	0.0045	0.0	2.2372
18.0	-87.5	10.2028	4.1092	-1214.4961	0.0831	0.0003	-30.4344
18.0	-87.0	10.7876	5.2259	-978.2673	0.0836	0.0005	-30.8908
18.0	-86.5	10.8537	5.0571	-747.1205	0.1392	0.0003	-32.1783
18.0	-86.0	10.797	5.0983	-620.0558	0.167	-0.0002	-32.4527
18.0	-85.5	10.6212	4.7979	-571.7744	0.1883	0.0006	-27.5384
18.0	-85.0	10.2939	4.748	-568.7756	0.1584	0.0007	-20.2499
18.5	-120.0	-10.9538	5.1165	248.9772	0.65	0.009	1.7481
18.5	-119.5	-10.1919	6.1959	198.8299	0.6795	0.007	2.6683
18.5	-119.0	-11.1735	7.8431	219.4233	0.624	0.0142	0.5788
18.5	-118.5	-11.9112	6.8293	211.6882	0.5767	0.0088	1.6352
18.5	-118.0	-10.4376	-4.4124	160.2292	0.5465	0.0042	0.4143
18.5	-117.5	-11.4703	-3.0475	48.8401	0.541	-0.0015	3.5406
18.5	-117.0	-12.53	-3.1079	26.9048	0.5496	-0.0007	-1.0074
18.5	-116.5	-12.2874	-4.6157	60.6273	0.5334	0.0007	6.246
18.5	-116.0	-11.3455	1.1957	154.0152	0.5191	-0.0006	6.5264
18.5	-115.5	-10.5538	-2.0651	175.9004	0.4335	-0.0012	8.4328
18.5	-115.0	-5.2258	4.6785	190.0814	0.4075	0.0014	12.296
18.5	-114.5	-9.9958	-4.2413	317.3049	0.4064	0.0015	20.7234
18.5	-114.0	-10.6501	-9.8716	389.8088	0.4123	-0.0001	14.5969
18.5	-113.5	-10.5016	-10.1793	476.6052	0.4085	0.0009	20.3959
18.5	-113.0	-9.3234	-3.1422	569.582	0.4069	0.001	27.0593
18.5	-112.5	-4.9358	4.5664	554.225	0.3946	0.0	26.6726
18.5	-112.0	-2.48	5.5711	512.6137	0.407	0.0002	20.1081
18.5	-111.5	-1.4989	5.9191	488.7434	0.3957	0.0002	17.0723
18.5	-111.0	3.3737	6.496	326.5523	0.4075	0.0002	11.6351
18.5	-110.5	5.8477	6.084	173.9689	0.4015	-0.0003	4.2502
18.5	-110.0	4.5734	6.6116	-14.0624	0.3909	-0.0005	2.7393
18.5	-109.5	3.6987	5.7535	164.4886	0.3684	0.0	3.2191
18.5	-109.0	2.7881	8.5734	382.6317	0.3744	0.0	4.5979
18.5	-108.5	3.2914	8.7639	94.0069	0.3772	0.0	-5.2624
18.5	-108.0	2.0382	7.8747	-283.1298	0.3517	0.0	-6.9701
18.5	-107.5	2.0303	7.9906	-319.8082	0.304	0.0	-7.1267
18.5	-107.0	3.163	5.2489	-412.6932	0.2643	0.0	-11.9355
18.5	-106.5	3.8438	7.3908	-501.2247	0.2457	0.0	-10.2443
18.5	-106.0	5.3302	9.3792	-402.7714	0.2216	0.0	-12.4513
18.5	-105.5	5.4618	7.2	-275.906	0.198	0.0	-11.8688
18.5	-105.0	8.9446	5.1423	-130.1636	0.1342	0.0	-9.6731
18.5	-104.5	9.0308	1.208	-74.3134	0.08	0.0	-11.4909
18.5	-104.0	12.5501	-1.9597	12.1375	0.0377	0.0	-4.5135
18.5	-94.5	5.2751	0.0828	-364.2242	-0.1314	0.0	-5.3079
18.5	-94.0	3.9843	-0.2294	-405.8657	-0.1096	0.0	-4.9953
18.5	-93.5	2.3908	-0.0356	-143.2561	-0.048	0.0	1.9813
18.5	-87.5	9.9825	3.6696	-749.5499	0.0764	-0.0003	-22.4713
18.5	-87.0	11.5641	4.7137	-1271.3071	0.0483	0.0004	-25.5666
18.5	-86.5	11.3	4.7524	-1211.5988	0.084	0.0038	-27.7904
18.5	-86.0	10.8126	4.7319	-963.6098	0.096	0.0005	-29.5824
18.5	-85.5	9.9055	4.3905	-814.2656	0.1366	0.0007	-28.7727
18.5	-85.0	9.2944	5.0705	-637.6772	0.1052	0.0023	-27.262
19.0	-120.0	-15.4203	2.8289	96.7998	0.5363	0.0094	-4.8623
19.0	-119.5	-13.186	3.8482	93.7005	0.5471	0.0097	-2.2924
19.0	-119.0	-10.6904	2.1382	118.0584	0.5722	0.0123	0.7467
19.0	-118.5	-11.7784	-0.6387	173.9135	0.5606	0.007	0.6026
19.0	-118.0	-11.4157	3.9054	219.1313	0.5206	0.0079	-0.8524
19.0	-117.5	-10.9727	4.2505	171.4892	0.4705	0.003	1.413
19.0	-117.0	-14.1858	3.9863	93.0253	0.4752	0.0013	2.1233
19.0	-116.5	-14.4742	4.4581	272.7466	0.4639	-0.0006	8.5242
19.0	-116.0	-14.2168	2.5546	334.077	0.4378	0.0004	12.4307
19.0	-115.5	-11.8266	4.7008	362.1967	0.4227	0.0008	12.8903
19.0	-115.0	-9.5213	-3.0214	426.5618	0.4254	0.0021	18.9537
19.0	-114.5	-10.698	-5.7582	470.5259	0.425	0.0005	23.1913
19.0	-114.0	-10.6299	-4.6782	546.3242	0.4146	0.0002	23.9256
19.0	-113.5	-9.0496	-3.4626	569.9176	0.4033	0.0006	27.1258
19.0	-113.0	-6.6498	-1.6352	501.9339	0.4359	0.0002	27.4216
19.0	-112.5	-3.0097	-1.7845	419.7033	0.445	0.0	22.4904
19.0	-112.0	-0.6695	5.4256	380.7576	0.4099	0.0	15.1248
19.0	-111.5	0.091	5.325	347.0306	0.3927	0.0	12.9472
19.0	-111.0	-3.4304	4.0614	248.1513	0.3994	0.0	8.0386
19.0	-110.5	-2.7641	3.7875	114.2907	0.3781	0.0	3.5945
19.0	-110.0	-0.4199	4.592	66.1253	0.3918	0.0	-1.4574
19.0	-109.5	0.5117	6.1678	388.2581	0.3749	0.0	13.6646
19.0	-109.0	1.7594	9.1202	486.3299	0.4	0.0	11.0749
19.0	-108.5	3.5237	8.8509	280.9358	0.4031	0.0	1.7179
19.0	-108.0	4.9858	8.7135	-63.0441	0.3734	0.0	-4.7329
19.0	-107.5	5.8875	7.1488	-320.2911	0.3302	0.0	-8.6162
19.0	-107.0	6.688	2.8962	-383.6692	0.3433	0.0	-8.6331
19.0	-106.5	8.7252	5.8135	-395.0791	0.3467	0.0	-6.5409
19.0	-106.0	11.2284	6.9441	-352.7878	0.3171	0.0	-5.9959
19.0	-105.5	9.0124	6.5109	-235.6376	0.1948	0.0	-13.8132
19.0	-105.0	12.782	3.4274	-13.6985	0.133	0.0	-12.3449
19.0	-104.5	12.4904	0.0697	31.0838	0.0306	0.0	-3.3575
19.0	-95.5	6.9584	-0.2021	-475.1083	-0.1643	0.0	-4.577
19.0	-95.0	7.3485	-0.2112	-738.9844	-0.2045	0.0	-15.4953
19.0	-94.5	7.201	-0.356	-577.657	-0.1307	0.0	-10.8652
19.0	-94.0	6.8897	0.0273	-503.9323	-0.0715	0.0	-4.4165
19.0	-93.5	6.3115	-0.0839	-266.6907	-0.0494	0.0001	5.2378
19.0	-93.0	3.8924	-0.3795	-68.1389	-0.0457	0.0005	5.0081
19.0	-92.5	0.8233	-0.3477	35.5037	0.0143	0.0	7.9105
19.0	-92.0	1.3063	-0.4137	212.7792	0.0093	0.0	8.6116
19.0	-91.5	0.2116	-0.1287	129.629	0.062	0.0	7.2654
19.0	-87.5	8.5236	2.9303	-465.4399	0.0583	0.0014	-10.6449
19.0	-87.0	11.108	4.1559	-1055.0871	0.0366	0.0062	-14.6945
19.0	-86.5	11.0117	4.2206	-1283.311	0.0869	0.0078	-21.9662
19.0	-86.0	11.1285	4.0735	-1388.6235	0.0687	0.001	-24.2562
19.0	-85.5	9.5766	4.0981	-1386.4899	0.0678	0.0012	-30.6707
19.0	-85.0	9.1987	3.9734	-1235.3734	0.0604	0.0025	-29.3082
19.5	-120.0	-17.1711	-0.2553	28.3691	0.4737	0.0075	-3.0184
19.5	-119.5	-14.7749	0.596	32.5525	0.4675	0.0086	-2.6289
19.5	-119.0	-12.5935	-1.0468	72.5723	0.4691	0.007	0.0456
19.5	-118.5	-11.5914	-1.1836	135.4301	0.4615	0.0058	1.1166
19.5	-118.0	-11.5387	3.3525	193.9017	0.4843	0.0031	0.7129
19.5	-117.5	-12.8362	6.9061	89.6609	0.4429	0.0047	2.2836
19.5	-117.0	-13.3817	4.7772	183.7263	0.4204	0.0052	5.8788
19.5	-116.5	-14.2387	2.6977	371.9026	0.3836	0.0066	16.7849
19.5	-116.0	-13.3936	10.2861	420.5184	0.3894	0.0031	22.0417
19.5	-115.5	-12.1201	8.2314	404.3159	0.4017	0.0003	17.8072
19.5	-115.0	-11.324	4.3322	433.4004	0.3768	0.0007	25.538
19.5	-114.5	-12.5379	-3.4431	388.2198	0.3683	0.0006	29.154
19.5	-114.0	-12.8307	-2.1453	389.5337	0.3686	0.0008	25.7244
19.5	-113.5	-8.9558	-1.6246	369.3488	0.3867	-0.0002	21.1861
19.5	-113.0	-6.8388	-2.9876	320.4006	0.3954	0.0	23.7058
19.5	-112.5	-3.3613	-2.7024	323.4014	0.4058	0.0	21.75
19.5	-112.0	-0.8891	-2.6005	283.3963	0.4185	0.0	14.8672
19.5	-111.5	0.2384	3.448	252.9542	0.405	0.0	10.6186
19.5	-111.0	-4.7985	-2.791	275.6211	0.3919	0.0	4.2839
19.5	-110.5	-3.7541	-3.4045	232.1269	0.3783	0.0002	0.9055
19.5	-110.0	-1.5038	2.1002	317.5923	0.3916	0.0	8.3574
19.5	-109.5	1.0174	5.5968	554.3413	0.3873	0.0	12.2856
19.5	-109.0	3.2066	6.7062	480.7513	0.4166	0.0	14.491
19.5	-108.5	5.4496	10.5992	309.8072	0.4113	0.0	5.4731
19.5	-108.0	7.7665	8.1495	29.1218	0.3847	0.0	-7.1012
19.5	-107.5	8.9752	5.1383	-243.3484	0.3448	0.0	-8.6816
19.5	-107.0	10.1957	4.3736	-286.5039	0.3702	0.0	-6.2298
19.5	-106.5	12.3078	5.1326	-281.0326	0.3654	0.0	-6.7964
19.5	-106.0	13.2933	6.3571	-328.9156	0.384	0.0	-9.3855
19.5	-105.5	11.1904	4.8957	-196.3652	0.1666	0.0	-13.7648
19.5	-96.0	8.9496	0.8055	-259.4601	-0.2774	0.0	4.0791
19.5	-95.5	8.5011	-0.2915	-650.176	-0.2763	0.0	-10.985
19.5	-95.0	8.3995	-0.3796	-634.3732	-0.1129	-0.001	-12.3845
19.5	-94.5	8.4839	-0.1083	-514.8014	-0.0408	-0.0002	-4.7684
19.5	-94.0	7.664	-0.2845	-379.9612	-0.0503	0.0	-2.2591
19.5	-93.5	7.9671	-0.1776	-192.6617	-0.0605	0.0002	0.2997
19.5	-93.0	7.0503	-0.0425	-67.4324	-0.0193	-0.0002	6.4662
19.5	-92.5	4.5179	-0.4719	80.5383	0.0149	-0.0001	4.1231
19.5	-92.0	1.5068	-0.449	222.9283	0.0869	0.0	7.0547
19.5	-91.5	0.3541	-0.3263	120.6552	0.1355	0.0	8.9476
19.5	-91.0	0.1697	-0.1249	33.8837	0.0912	0.0	8.7753
19.5	-87.0	10.714	3.3785	-729.2775	-0.0108	0.0042	-5.0284
19.5	-86.5	10.9007	3.1933	-888.2748	0.077	0.0021	-10.5355
19.5	-86.0	10.2712	3.084	-1068.0907	0.0654	0.0034	-15.2857
19.5	-85.5	9.8226	2.7189	-1252.4228	0.044	0.0016	-14.3474
19.5	-85.0	9.0689	3.268	-1437.1616	0.0322	0.001	-19.5854
20.0	-120.0	-16.3411	0.0598	36.2156	0.4437	0.0054	1.403
20.0	-119.5	-14.5832	-1.9085	46.3643	0.4021	0.0074	3.0707
20.0	-119.0	-13.0395	-0.2428	83.7437	0.3908	0.0022	2.1463
20.0	-118.5	-11.7944	0.3554	127.0696	0.4046	0.002	2.0374
20.0	-118.0	-12.0665	0.5871	162.2817	0.4107	0.0019	0.8073
20.0	-117.5	-11.1179	0.2461	250.5505	0.3846	0.0024	1.7461
20.0	-117.0	-14.0322	1.8436	236.6986	0.378	0.006	7.2509
20.0	-116.5	-13.9034	-1.8553	431.687	0.3387	0.0051	15.8945
20.0	-116.0	-12.843	-1.978	539.9781	0.3533	0.0032	23.8024
20.0	-115.5	-10.7188	10.1749	462.5523	0.3448	-0.0008	21.1829
20.0	-115.0	-12.7312	7.2953	653.3183	0.3224	0.0005	35.0328
20.0	-114.5	-14.3049	5.4255	453.3177	0.31	0.0002	28.2899
20.0	-114.0	-13.1595	6.9496	238.0846	0.3175	0.0002	23.9527
20.0	-113.5	-9.8244	-1.2864	199.2336	0.3351	-0.0001	16.1368
20.0	-113.0	-8.7076	0.9699	306.5653	0.3698	0.0002	24.4942
20.0	-112.5	-5.0855	-0.4752	335.1543	0.3648	0.0	23.7578
20.0	-112.0	-2.5292	-3.1924	283.6014	0.3793	0.0	16.8187
20.0	-111.5	-1.1825	-2.9602	267.1396	0.3892	0.0	10.2106
20.0	-111.0	-3.2999	-5.5186	260.2143	0.3887	0.0	2.8944
20.0	-110.5	-2.9427	-2.5271	354.5125	0.3981	0.0	2.8522
20.0	-110.0	-0.5981	-6.98	526.8916	0.4049	0.0	16.3635
20.0	-109.5	3.0516	-2.833	646.15	0.4032	0.0	11.3414
20.0	-109.0	6.3109	-3.5333	476.9818	0.4079	0.0	10.6713
20.0	-108.5	8.1069	-0.6132	346.3246	0.4099	0.0	4.9265
20.0	-108.0	7.3628	4.2593	67.2415	0.3898	0.0	-7.8605
20.0	-107.5	10.8712	3.3893	-143.5026	0.3495	0.0	-5.3437
20.0	-107.0	11.9494	2.081	-254.2523	0.3295	0.0	-9.5491
20.0	-106.5	15.3036	9.0147	-232.7051	0.3502	0.0	-9.2399
20.0	-106.0	19.4133	9.2935	-273.6641	0.4421	0.0	-8.7284
20.0	-105.5	14.0652	-1.0231	-83.7401	0.0297	0.0	-2.56
20.0	-96.5	11.701	1.1169	-217.1984	-0.091	0.0	-4.056
20.0	-96.0	10.4266	1.0726	-533.6226	-0.3214	0.0	-10.3592
20.0	-95.5	10.268	-0.0599	-573.138	-0.2558	0.0	-6.3045
20.0	-95.0	9.4189	-0.29	-318.9457	-0.0132	0.0007	-7.1215
20.0	-94.5	10.0469	-0.5041	-349.4464	-0.0036	0.0	-5.6315
20.0	-94.0	10.2711	-0.3339	-215.0831	-0.0506	0.0003	-0.0337
20.0	-93.5	9.7668	-0.458	-130.6984	-0.0443	-0.0003	-1.8987
20.0	-93.0	9.0889	-0.5692	-57.692	-0.0655	-0.0002	-0.5141
20.0	-92.5	6.8309	-0.1705	41.609	-0.0028	-0.0004	3.6676
20.0	-92.0	3.3976	-0.3078	166.5462	0.088	0.0001	5.535
20.0	-91.5	0.7261	0.0418	84.7573	0.0968	0.0	8.472
20.0	-91.0	-0.0104	-0.0643	78.1472	0.0813	0.0	9.6629
20.0	-87.0	10.717	2.1809	-499.8312	-0.0956	0.0001	-3.0452
20.0	-86.5	11.6152	2.404	-607.8306	-0.0029	0.0001	-3.8325
20.0	-86.0	10.4345	2.2117	-733.6128	0.0127	0.0014	-7.0567
20.0	-85.5	9.0359	1.9147	-801.5213	-0.0019	-0.0001	-7.9418
20.0	-85.0	8.6647	1.9962	-871.3852	0.0498	0.0009	-6.1427
20.5	-120.0	-18.1416	-0.2258	66.9104	0.3901	0.0068	5.7999
20.5	-119.5	-16.4973	1.199	44.003	0.3879	0.0044	6.834
20.5	-119.0	-16.2629	-0.7141	85.216	0.3831	0.0021	5.6243
20.5	-118.5	-15.7205	-1.4738	138.8189	0.3766	0.0005	2.7407
20.5	-118.0	-12.3018	-2.3245	149.367	0.3705	0.0009	3.6086
20.5	-117.5	-12.0372	0.3325	196.8663	0.3568	-0.0012	6.7103
20.5	-117.0	-12.4917	-0.1371	257.797	0.3266	-0.0007	12.8624
20.5	-116.5	-13.2077	-0.0242	449.8291	0.3197	0.0036	15.933
20.5	-116.0	-11.5949	8.5064	600.1532	0.302	0.0035	24.8737
20.5	-115.5	-10.6863	8.6117	631.3901	0.2961	0.0026	27.1871
20.5	-115.0	-11.1214	6.9766	620.5904	0.301	0.0007	35.9718
20.5	-114.5	-12.7463	9.941	421.3308	0.2822	0.0003	27.0668
20.5	-114.0	-13.3224	11.349	196.2987	0.293	0.0	16.3673
20.5	-113.5	-11.7873	11.1406	102.7311	0.2808	0.0002	13.9984
20.5	-113.0	-9.4169	8.3027	185.0844	0.3035	0.0002	19.9771
20.5	-112.5	-6.5736	3.6956	259.6458	0.339	0.0002	20.5427
20.5	-112.0	-3.8047	0.8337	286.7111	0.3435	0.0	11.6878
20.5	-111.5	-1.7112	-1.1491	359.8067	0.3615	0.0	8.0221
20.5	-111.0	-1.4348	-4.348	462.2687	0.3853	0.0	8.8335
20.5	-110.5	-1.1308	-10.7346	570.3023	0.4022	0.0003	9.7542
20.5	-110.0	2.374	-9.2659	686.3366	0.4001	0.0	21.5987
20.5	-109.5	5.0143	-11.7022	612.2767	0.4107	0.0	12.4052
20.5	-109.0	7.1674	-10.2052	476.8017	0.3967	0.0	6.2819
20.5	-108.5	7.7448	-11.2078	308.934	0.398	0.0	3.1018
20.5	-108.0	9.1869	0.5571	48.6982	0.363	0.0	-3.9042
20.5	-107.5	11.2419	1.7827	-81.9493	0.3283	0.0	-6.0911
20.5	-107.0	14.3555	-1.7537	-154.913	0.2737	0.0	-6.2731
20.5	-106.5	18.1754	1.1815	-186.0195	0.2835	0.0	-4.3464
20.5	-106.0	20.8001	1.0842	-77.1169	0.3197	0.0	2.2783
20.5	-105.5	7.3187	-3.3941	16.061	0.0315	0.0	3.0898
20.5	-96.5	13.7479	1.1887	-380.5376	-0.0044	0.0	-12.2431
20.5	-96.0	12.9659	0.9656	-572.7634	-0.1324	0.0	-8.4404
20.5	-95.5	12.1311	0.3829	-470.4831	-0.0239	0.0	-6.8208
20.5	-95.0	12.0625	0.0444	-270.5715	0.0217	-0.0001	-4.2643
20.5	-94.5	12.3289	-0.5478	-313.6967	0.0173	0.0007	-5.5469
20.5	-94.0	13.185	-0.6402	-241.4706	-0.0432	-0.0002	-5.7141
20.5	-93.5	12.9454	-0.6563	-226.3033	-0.059	0.0001	-3.5931
20.5	-93.0	11.6495	-0.3977	-145.0218	-0.0508	-0.0007	-2.9913
20.5	-92.5	9.133	-0.1893	-27.7053	0.0268	-0.0008	1.2528
20.5	-92.0	7.7841	-0.2138	176.3855	0.0877	0.0001	-0.7171
20.5	-91.5	4.3288	-0.1634	142.17	0.1097	0.0005	0.9314
20.5	-91.0	1.5812	-0.1845	167.1137	0.0258	0.0	3.8267
20.5	-87.0	3.7683	0.9135	-127.7607	-0.0949	0.0022	-1.756
