lat	lon	PwaveProm	PwaveS	PwaveCV	PwaveMed	PwaveMax	PwaveMin	PwindProm	PwindS	PwindCV	PwindMed	PwindMax	PwindMin
15.5	-97.0	13.6431	8.02	58.81	11.8668	44.4182	3.8081	0.0463	0.09	186.58	0.0158	0.7168	0.0

15.5	-96.5	13.8801	7.89	56.84	12.1456	47.0032	3.8168	0.0366	0.08	206.14	0.0093	0.8981	0.0

15.5	-96.0	15.6952	7.75	49.38	14.368	47.4204	3.9071	0.1149	0.21	181.92	0.0201	1.2922	0.0

15.5	-95.5	20.8848	11.27	53.95	19.1191	73.1079	4.228	0.632	0.78	123.22	0.2928	3.4073	0.0

15.5	-95.0	25.5236	16.51	64.69	22.4682	108.8743	4.6129	1.0873	1.03	94.41	0.9368	4.4841	0.0

15.5	-94.5	19.7078	10.57	53.62	17.6394	69.1332	3.9924	0.6009	0.64	106.43	0.4318	3.1645	0.0

15.5	-94.0	14.8592	6.69	45.01	13.717	50.8761	3.5332	0.3116	0.39	126.53	0.1465	2.6106	0.0

15.5	-93.5	11.2751	5.48	48.61	10.011	48.0656	3.0407	0.0704	0.15	209.8	0.0185	1.9486	0.0

16.0	-120.0	27.062	12.17	44.98	23.264	67.696	8.8859	0.1867	0.16	83.02	0.1526	1.1107	0.0

16.0	-119.5	26.9314	12.15	45.11	23.0661	65.7285	8.6392	0.1824	0.16	85.22	0.1465	1.1154	0.0

16.0	-119.0	26.7552	11.98	44.79	22.9196	63.145	8.6682	0.1776	0.15	84.59	0.137	0.9268	0.0

16.0	-118.5	26.6363	11.81	44.33	22.78	62.2445	9.4531	0.1731	0.15	84.95	0.1314	1.0235	0.0

16.0	-118.0	26.6514	11.69	43.88	23.167	61.7616	8.9189	0.1704	0.15	87.26	0.1281	1.1682	0.0002

16.0	-117.5	26.564	11.6	43.66	23.6678	61.3255	10.3005	0.1694	0.15	89.38	0.1316	1.2236	0.0

16.0	-117.0	26.461	11.54	43.62	23.7703	61.5287	10.2816	0.1677	0.16	93.59	0.1316	1.2748	0.0001

16.0	-116.5	26.3936	11.62	44.04	23.5605	65.4272	9.8827	0.1665	0.16	98.7	0.126	1.6013	0.0003

16.0	-116.0	26.3297	11.71	44.49	23.4892	70.0104	9.4815	0.1667	0.18	105.58	0.1222	1.7225	0.0

16.0	-115.5	26.1977	11.63	44.39	23.3542	73.3391	10.2454	0.1656	0.19	112.02	0.1154	1.6495	0.0002

16.0	-115.0	25.9664	11.58	44.6	23.0934	73.2015	9.4173	0.165	0.2	122.5	0.113	1.8562	0.0005

16.0	-114.5	25.5764	11.46	44.82	22.539	66.9946	10.1785	0.1674	0.24	142.73	0.1082	2.0491	0.0001

16.0	-114.0	25.2407	11.45	45.35	22.1124	65.1472	10.0181	0.1737	0.31	176.47	0.1016	2.9566	0.0

16.0	-113.5	24.9098	11.28	45.29	21.6887	68.7893	9.8072	0.1744	0.32	184.28	0.0946	2.8384	0.0

16.0	-113.0	24.5432	10.81	44.05	21.2899	61.7756	9.606	0.1626	0.28	170.77	0.0882	2.4598	0.0

16.0	-112.5	24.376	10.69	43.87	21.3124	60.3875	9.3574	0.1563	0.28	178.61	0.0854	2.8944	0.0

16.0	-112.0	24.3181	11.08	45.56	20.6303	62.2595	9.1911	0.1698	0.34	201.38	0.0834	3.3587	0.0

16.0	-111.5	24.3382	11.49	47.22	20.3977	71.4737	9.0263	0.1806	0.41	225.61	0.0806	3.4817	0.0

16.0	-111.0	23.9161	10.91	45.61	20.4116	59.9649	8.8548	0.1626	0.32	198.75	0.0766	2.6406	0.0

16.0	-110.5	23.4378	10.73	45.78	19.957	73.2987	8.7238	0.1424	0.25	178.66	0.0683	2.4527	0.0

16.0	-110.0	22.9409	10.76	46.9	19.4817	72.0847	8.6477	0.1272	0.22	173.96	0.0608	1.6117	0.0

16.0	-109.5	22.2294	10.12	45.5	19.0278	71.8922	8.637	0.1121	0.2	180.13	0.054	2.257	0.0

16.0	-109.0	21.934	10.44	47.58	18.6506	81.4076	7.3212	0.1026	0.21	201.28	0.0462	2.5457	0.0

16.0	-108.5	21.5047	10.23	47.59	18.367	83.4921	7.2692	0.0954	0.21	215.5	0.0374	2.6267	0.0

16.0	-108.0	21.1013	9.96	47.19	17.9372	78.9261	6.7583	0.0897	0.2	222.77	0.0336	2.3099	0.0

16.0	-107.5	20.9616	10.23	48.81	17.3845	81.1087	6.5956	0.0859	0.2	231.97	0.0298	2.5025	0.0

16.0	-107.0	20.7929	10.54	50.69	17.0061	96.4754	6.343	0.0854	0.22	256.87	0.0258	2.9024	0.0

16.0	-106.5	20.6221	10.51	50.95	16.8352	92.7435	6.1747	0.0833	0.21	247.37	0.0217	2.618	0.0

16.0	-106.0	20.2574	10.14	50.07	16.534	81.1512	6.1486	0.0841	0.2	237.92	0.0178	2.1276	0.0

16.0	-105.5	19.8868	9.71	48.83	16.2349	72.5001	6.1695	0.0844	0.2	241.77	0.0164	2.052	0.0

16.0	-105.0	19.4976	9.29	47.64	16.1318	63.4253	5.8821	0.0829	0.2	237.86	0.0168	1.8159	0.0

16.0	-104.5	19.1906	9.18	47.86	16.0443	59.6814	5.6333	0.0813	0.18	226.84	0.0164	1.6029	0.0

16.0	-104.0	18.8015	9.02	47.95	15.8644	50.2207	5.3843	0.0804	0.18	218.83	0.0149	1.6655	0.0

16.0	-103.5	18.3158	8.85	48.31	15.5212	44.6021	5.2201	0.0803	0.17	213.92	0.0158	1.4829	0.0

16.0	-103.0	17.9459	8.67	48.31	15.348	48.0456	5.0683	0.0774	0.16	207.69	0.0165	0.9824	0.0

16.0	-102.5	17.3454	8.51	49.08	15.0048	54.5053	4.9017	0.0748	0.16	209.13	0.0158	0.9447	0.0

16.0	-102.0	16.6302	8.21	49.39	14.5936	41.6924	4.7522	0.0752	0.16	213.73	0.0156	1.0785	0.0

16.0	-101.5	16.2286	8.24	50.75	14.1852	53.9204	4.5857	0.0726	0.16	221.16	0.0156	1.2618	0.0

16.0	-101.0	15.6942	8.19	52.17	13.647	53.0256	4.3994	0.071	0.15	218.41	0.0178	1.5329	0.0

16.0	-100.5	15.0296	8.08	53.73	12.7174	44.5788	4.0675	0.0682	0.15	223.89	0.0173	1.9941	0.0

16.0	-100.0	14.5997	8.26	56.59	11.9853	51.8066	3.8074	0.0678	0.15	226.11	0.0175	2.0917	0.0

16.0	-99.5	14.0024	8.26	58.99	11.3775	52.0088	3.6021	0.0648	0.15	224.11	0.0173	1.7456	0.0

16.0	-99.0	13.366	8.29	61.99	10.3069	45.2403	3.4079	0.0591	0.13	225.16	0.0168	1.354	0.0

16.0	-98.5	12.4871	7.77	62.26	9.5252	44.3131	3.1228	0.0499	0.12	238.96	0.0144	1.4335	0.0

16.0	-98.0	12.3602	7.88	63.75	9.4853	46.7489	2.9737	0.0314	0.07	229.92	0.011	0.9333	0.0

16.0	-95.0	15.6655	9.09	58.05	13.7574	61.4037	2.283	0.9044	0.83	91.75	0.7603	3.8447	0.0

16.0	-94.5	12.3591	5.59	45.22	12.2722	40.3837	2.5544	0.3141	0.34	106.87	0.2232	1.9231	0.0

16.0	-94.0	10.1212	5.06	50.03	9.004	34.4898	2.6912	0.0764	0.11	142.99	0.0358	0.7407	0.0

16.0	-88.5	0.5463	0.49	90.6	0.3978	3.9451	0.0182	0.034	0.05	156.14	0.0144	0.5006	0.0

16.0	-88.0	1.1724	1.33	113.69	0.786	9.7176	0.0178	0.0461	0.07	156.5	0.0191	0.5962	0.0

16.0	-87.5	1.6998	2.28	134.23	0.9682	16.0514	0.0171	0.0461	0.09	197.26	0.0144	0.8888	0.0

16.0	-87.0	1.8761	2.5	133.03	1.124	21.1105	0.0554	0.0531	0.1	185.02	0.0161	1.257	0.0

16.0	-86.5	1.4417	1.67	115.52	0.9302	17.2385	0.0408	0.0628	0.12	189.62	0.0173	1.6591	0.0

16.0	-85.5	2.781	3.67	132.08	1.5768	27.2283	0.0863	0.0233	0.04	177.98	0.0084	0.4162	0.0

16.5	-120.0	26.8627	12.04	44.83	22.8526	66.9344	8.3721	0.1813	0.15	83.33	0.1508	1.11	0.0002

16.5	-119.5	26.6352	11.96	44.89	22.59	64.8081	8.5491	0.1765	0.15	86.16	0.1416	1.0575	0.0002

16.5	-119.0	26.4828	11.89	44.89	22.4905	63.9507	8.7935	0.1717	0.15	87.91	0.1319	1.278	0.0

16.5	-118.5	26.3564	11.81	44.83	22.2582	63.1218	8.6274	0.1684	0.15	89.72	0.1283	1.4045	0.0

16.5	-118.0	26.353	11.75	44.57	22.797	62.4073	8.5864	0.1665	0.15	92.43	0.125	1.4245	0.0

16.5	-117.5	26.3272	11.72	44.53	22.9881	61.8838	8.5789	0.1669	0.16	98.46	0.1239	1.573	0.0

16.5	-117.0	26.2875	11.74	44.66	23.3551	61.4933	9.8082	0.1665	0.18	108.81	0.1226	1.6328	0.0

16.5	-116.5	26.2529	11.8	44.96	23.2082	65.5111	9.8831	0.1674	0.19	114.79	0.1194	1.7179	0.0

16.5	-116.0	26.1781	11.89	45.41	23.0177	72.2108	9.9181	0.1692	0.21	122.47	0.1176	1.8146	0.0

16.5	-115.5	26.0566	11.99	46.0	22.9744	80.3084	9.8991	0.1689	0.22	131.39	0.1134	2.2682	0.0

16.5	-115.0	25.7879	12.0	46.52	22.5883	83.605	9.9311	0.1697	0.25	149.88	0.1085	2.7181	0.0003

16.5	-114.5	25.3121	11.76	46.47	22.2434	76.72	9.9984	0.1722	0.29	170.86	0.1021	3.004	0.0004

16.5	-114.0	24.9314	11.75	47.14	21.7344	74.62	9.8356	0.1706	0.33	190.64	0.0945	3.1411	0.0001

16.5	-113.5	24.6246	11.67	47.39	21.2799	73.2971	9.069	0.1663	0.34	204.66	0.086	3.12	0.0

16.5	-113.0	24.4548	11.42	46.72	20.9319	72.7703	9.3997	0.169	0.36	212.89	0.0794	3.5988	0.0

16.5	-112.5	24.2474	11.2	46.19	20.6876	61.3948	9.1585	0.1643	0.34	205.51	0.0746	3.3034	0.0

16.5	-112.0	24.1838	11.84	48.94	20.3188	85.0292	8.9622	0.1727	0.43	249.44	0.0704	4.0988	0.0

16.5	-111.5	24.0863	11.72	48.65	20.118	79.3582	8.8223	0.1771	0.42	239.41	0.0696	3.5433	0.0

16.5	-111.0	23.632	11.11	47.02	19.87	68.6936	8.7054	0.1621	0.34	210.08	0.0671	3.2817	0.0

16.5	-110.5	23.0357	10.8	46.87	19.4293	74.3777	8.6593	0.1471	0.29	199.14	0.063	2.624	0.0

16.5	-110.0	22.4392	10.52	46.89	18.9228	70.7092	8.7088	0.1363	0.28	207.86	0.0556	2.7586	0.0

16.5	-109.5	21.986	10.46	47.57	18.5215	79.3253	8.6184	0.1197	0.25	209.41	0.0491	2.276	0.0

16.5	-109.0	21.4374	10.3	48.03	18.2084	84.9944	7.3185	0.1054	0.23	213.48	0.0405	2.7283	0.0

16.5	-108.5	21.0988	10.17	48.22	17.8112	79.9344	7.5847	0.091	0.21	229.51	0.0347	3.2386	0.0

16.5	-108.0	20.7211	9.87	47.63	17.4064	75.2928	7.1269	0.0819	0.19	227.47	0.0298	2.4842	0.0

16.5	-107.5	20.547	10.04	48.87	17.0108	81.7483	6.7644	0.083	0.19	232.61	0.0257	2.1888	0.0

16.5	-107.0	20.4602	10.45	51.07	16.7654	98.6701	6.5981	0.0888	0.24	271.21	0.0233	2.9205	0.0

16.5	-106.5	20.2785	10.49	51.72	16.5403	98.2069	6.2824	0.0882	0.24	270.6	0.0209	2.4833	0.0

16.5	-106.0	19.9585	10.08	50.48	16.2946	81.9952	6.1649	0.0859	0.22	260.96	0.0188	2.3116	0.0

16.5	-105.5	19.5912	9.68	49.4	15.9889	69.8701	5.9552	0.0825	0.2	245.18	0.0158	2.3947	0.0

16.5	-105.0	19.032	9.1	47.82	15.7469	59.8536	5.6744	0.0793	0.18	224.01	0.0158	1.721	0.0

16.5	-104.5	18.5539	8.86	47.75	15.5578	53.0407	5.4032	0.0802	0.17	213.37	0.0159	1.5578	0.0

16.5	-104.0	18.1723	8.83	48.59	15.3422	48.4735	5.2034	0.0834	0.18	212.32	0.0166	1.5876	0.0

16.5	-103.5	17.7425	8.73	49.2	15.1103	46.0741	5.0014	0.0856	0.18	210.99	0.0172	1.3271	0.0

16.5	-103.0	17.2229	8.64	50.15	14.7823	52.7406	4.8149	0.084	0.18	218.13	0.0173	1.5872	0.0

16.5	-102.5	16.413	8.44	51.42	14.215	58.1274	4.6534	0.0837	0.2	235.17	0.0182	1.9599	0.0

16.5	-102.0	15.8273	8.39	53.0	13.6772	58.5264	4.4441	0.0801	0.2	253.15	0.0174	2.1067	0.0

16.5	-101.5	15.2303	8.22	53.96	13.088	52.9917	4.263	0.0795	0.21	261.71	0.0178	2.3486	0.0

16.5	-101.0	14.6427	8.15	55.64	12.366	47.7047	4.0141	0.0785	0.19	243.51	0.0195	2.3101	0.0

16.5	-100.5	13.9576	8.16	58.49	11.08	49.6807	3.6618	0.0739	0.18	242.81	0.0181	2.2094	0.0

16.5	-100.0	13.245	8.05	60.8	10.5044	48.3726	3.3651	0.0681	0.15	226.96	0.0178	1.6514	0.0

16.5	-99.5	11.6376	7.24	62.2	9.2644	41.2358	2.9128	0.0376	0.09	236.83	0.0098	0.9171	0.0

16.5	-99.0	10.5945	6.83	64.51	8.6698	35.9393	2.3728	0.031	0.07	212.72	0.0075	0.7938	0.0

16.5	-88.0	1.4741	1.47	99.39	1.0492	10.6238	0.0405	0.1147	0.16	136.5	0.0601	1.4009	0.0

16.5	-87.5	2.6298	3.2	121.81	1.5735	21.599	0.0509	0.1147	0.19	161.53	0.05	1.7936	0.0

16.5	-87.0	2.9811	3.67	122.95	1.755	28.0412	0.0632	0.0995	0.14	142.09	0.044	1.5633	0.0

16.5	-86.5	2.9679	3.56	120.12	1.7466	30.2801	0.1093	0.1004	0.14	139.35	0.0422	1.5911	0.0

16.5	-86.0	3.5305	4.11	116.4	2.1688	32.8585	0.1767	0.1107	0.15	139.87	0.0468	1.8741	0.0

16.5	-85.5	4.0857	4.86	118.95	2.4834	36.8816	0.2256	0.118	0.16	133.6	0.0522	1.441	0.0

16.5	-85.0	4.3564	5.27	121.01	2.5926	38.3437	0.2677	0.134	0.18	131.33	0.062	1.4114	0.0

17.0	-120.0	26.5411	12.0	45.21	22.6818	67.3215	7.8093	0.1736	0.15	87.43	0.1387	1.395	0.0

17.0	-119.5	26.3296	11.93	45.29	22.4545	66.3079	7.957	0.1677	0.15	88.86	0.1366	1.2354	0.0

17.0	-119.0	26.1708	11.9	45.45	22.141	65.3238	8.1849	0.1614	0.14	89.24	0.1271	1.4221	0.0

17.0	-118.5	26.1365	11.86	45.37	22.0757	64.6168	8.071	0.1584	0.14	89.12	0.1234	1.3143	0.0

17.0	-118.0	26.0951	11.92	45.66	22.3524	63.898	8.2382	0.1588	0.14	89.81	0.1197	1.3022	0.0

17.0	-117.5	26.066	12.02	46.1	22.5278	63.1507	8.1301	0.1611	0.16	99.52	0.1198	1.7343	0.0

17.0	-117.0	26.1347	12.13	46.41	22.6028	67.8409	8.2954	0.165	0.2	120.3	0.1138	2.153	0.0005

17.0	-116.5	26.1149	12.26	46.96	22.6138	74.4599	9.3901	0.1663	0.22	134.53	0.1122	2.6024	0.0

17.0	-116.0	26.0362	12.37	47.52	22.529	75.4652	9.4975	0.1658	0.23	139.16	0.1132	2.4328	0.0001

17.0	-115.5	25.9543	12.54	48.32	22.398	88.7255	9.5429	0.1666	0.25	152.02	0.1096	2.8935	0.0001

17.0	-115.0	25.6028	12.48	48.73	22.0674	83.6709	9.4712	0.1707	0.31	181.14	0.1026	3.5701	0.0001

17.0	-114.5	24.9739	12.16	48.71	21.7435	84.1113	9.467	0.1683	0.34	199.4	0.0952	4.0583	0.0

17.0	-114.0	24.6482	12.37	50.19	21.2508	92.4726	9.3082	0.1639	0.35	213.87	0.0837	4.1633	0.0

17.0	-113.5	24.6055	13.02	52.9	20.8714	97.8603	9.2241	0.1653	0.39	235.43	0.0764	4.3114	0.0

17.0	-113.0	24.7012	13.84	56.02	20.539	110.0215	9.0382	0.1819	0.5	273.19	0.0731	4.7813	0.0

17.0	-112.5	24.4903	13.67	55.81	20.3001	108.4326	8.9795	0.192	0.56	292.48	0.067	4.7773	0.0

17.0	-112.0	24.1391	12.91	53.47	19.9555	106.4861	8.848	0.1778	0.48	271.75	0.061	4.0835	0.0

17.0	-111.5	23.728	11.85	49.92	19.685	84.9554	8.6109	0.1651	0.41	249.02	0.059	3.3255	0.0

17.0	-111.0	23.1142	10.91	47.22	19.2872	69.6606	8.3597	0.1486	0.32	218.28	0.0601	2.5145	0.0

17.0	-110.5	22.3774	10.41	46.51	18.8146	74.2047	8.0918	0.1328	0.27	202.62	0.0561	2.6549	0.0

17.0	-110.0	21.7003	10.05	46.3	18.2992	81.417	8.581	0.1197	0.25	212.19	0.0492	2.79	0.0

17.0	-109.5	21.2908	9.99	46.91	17.8776	78.4178	7.2612	0.1017	0.21	203.91	0.0438	2.4555	0.0

17.0	-109.0	20.9147	10.01	47.85	17.5612	84.5497	7.5434	0.0955	0.2	213.45	0.0368	2.5717	0.0

17.0	-108.5	20.5971	9.8	47.58	17.2772	83.4975	7.7132	0.0889	0.21	237.76	0.0322	3.5708	0.0

17.0	-108.0	20.3349	9.59	47.16	16.9617	68.9058	7.4151	0.085	0.21	241.53	0.029	2.9756	0.0

17.0	-107.5	20.2034	9.81	48.54	16.6176	69.7035	6.8969	0.088	0.22	249.07	0.0254	2.5203	0.0

17.0	-107.0	20.0997	10.38	51.64	16.4282	89.1906	6.6715	0.0909	0.25	271.07	0.0222	2.7441	0.0

17.0	-106.5	19.8631	10.32	51.94	16.208	97.8209	6.3826	0.0879	0.23	265.75	0.0207	2.319	0.0

17.0	-106.0	19.5684	9.84	50.28	16.0769	79.6125	6.1457	0.0855	0.2	239.16	0.02	2.0732	0.0

17.0	-105.5	19.2155	9.45	49.16	15.7818	65.4458	5.7813	0.0831	0.19	223.78	0.0172	1.7502	0.0

17.0	-105.0	18.6081	9.1	48.89	15.2473	57.6481	5.4694	0.0826	0.18	216.62	0.0168	1.4349	0.0

17.0	-104.5	18.0543	8.8	48.74	15.0541	51.7937	5.1947	0.0844	0.18	213.99	0.0166	1.4577	0.0

17.0	-104.0	17.5551	8.68	49.47	14.8573	49.0398	4.931	0.0888	0.19	217.84	0.0172	1.4431	0.0

17.0	-103.5	16.9994	8.56	50.37	14.5488	56.8506	4.7871	0.0889	0.2	224.05	0.0184	2.033	0.0

17.0	-103.0	16.2677	8.4	51.61	14.0976	64.3424	4.5621	0.0905	0.21	231.61	0.0198	2.4732	0.0

17.0	-102.5	15.4314	8.32	53.94	13.344	66.9644	4.2894	0.0879	0.22	254.3	0.0198	2.504	0.0

17.0	-102.0	14.6702	8.24	56.19	12.4829	63.5965	4.1136	0.0821	0.23	276.87	0.0185	2.51	0.0

17.0	-101.5	13.8755	8.01	57.76	11.5234	53.4496	3.8677	0.081	0.23	280.61	0.0206	2.7053	0.0

17.0	-101.0	13.5176	7.95	58.8	10.8316	45.5882	3.618	0.0643	0.17	264.37	0.0166	2.1801	0.0

17.0	-100.5	12.3541	7.67	62.06	9.6042	46.5321	3.0379	0.0278	0.07	257.25	0.0065	0.8239	0.0

17.0	-88.0	1.4911	1.43	95.66	1.0394	8.6429	0.0541	0.101	0.13	133.03	0.0572	1.2137	0.0

17.0	-87.5	3.0442	3.26	107.16	1.998	21.9269	0.073	0.1405	0.2	140.92	0.0776	1.791	0.0

17.0	-87.0	3.7529	4.12	109.82	2.3669	27.461	0.1096	0.1318	0.17	127.87	0.0771	1.5538	0.0

17.0	-86.5	4.1196	4.53	109.98	2.6345	33.6787	0.1534	0.1308	0.16	122.82	0.0748	1.6932	0.0

17.0	-86.0	4.372	4.89	111.84	2.756	37.3372	0.2158	0.1364	0.17	121.33	0.0731	1.6981	0.0

17.0	-85.5	4.5714	5.21	113.88	2.901	39.5935	0.2849	0.1453	0.17	118.95	0.0762	1.624	0.0

17.0	-85.0	4.7493	5.47	115.1	3.0084	39.9109	0.3176	0.154	0.18	114.33	0.0902	1.2825	0.0

17.5	-120.0	26.3069	11.93	45.35	22.6084	68.5248	7.3129	0.1633	0.15	92.65	0.1292	1.6758	0.0

17.5	-119.5	26.1496	11.95	45.69	22.1317	67.5022	7.4057	0.1565	0.14	88.1	0.1231	1.1194	0.0

17.5	-119.0	26.0672	12.01	46.07	21.9894	66.6804	7.5779	0.1529	0.14	93.31	0.1218	1.5569	0.0

17.5	-118.5	25.9807	12.08	46.5	21.7895	66.3111	7.7895	0.1522	0.15	97.4	0.1198	1.7609	0.0

17.5	-118.0	25.9515	12.19	46.99	21.9724	71.8676	8.0579	0.1537	0.16	102.81	0.1184	1.95	0.0001

17.5	-117.5	26.0246	12.41	47.69	22.0648	78.5015	8.3257	0.1571	0.19	121.05	0.114	2.2934	0.0001

17.5	-117.0	26.0616	12.78	49.02	22.0772	93.0421	8.276	0.1635	0.25	149.93	0.1088	3.2523	0.0004

17.5	-116.5	26.0463	13.08	50.21	22.1816	100.3866	8.0521	0.1671	0.29	170.71	0.1048	3.7244	0.0

17.5	-116.0	26.0381	13.38	51.4	22.0926	107.3382	7.9875	0.1676	0.3	181.07	0.1023	3.4558	0.0

17.5	-115.5	25.9778	13.58	52.28	21.9856	117.3449	8.1258	0.1656	0.31	189.42	0.0985	3.855	0.0001

17.5	-115.0	25.498	13.54	53.1	21.6778	115.387	9.0761	0.1657	0.36	218.61	0.0908	4.7126	0.0

17.5	-114.5	24.416	13.3	54.49	21.0898	126.5993	8.7975	0.165	0.39	233.57	0.0832	4.829	0.0

17.5	-114.0	24.1746	13.59	56.2	20.7498	133.5536	8.7016	0.1618	0.39	239.48	0.0764	4.7951	0.0

17.5	-113.5	24.3367	14.15	58.14	20.4697	146.9514	8.7008	0.1631	0.42	257.82	0.0713	4.9821	0.0

17.5	-113.0	24.4129	13.95	57.16	20.2922	138.7945	8.6097	0.1642	0.45	272.21	0.065	5.5461	0.0

17.5	-112.5	24.274	13.5	55.6	20.0586	117.6141	8.6146	0.1614	0.42	262.16	0.0606	3.8976	0.0

17.5	-112.0	23.9434	12.67	52.94	19.8226	102.1666	8.5076	0.1526	0.39	256.27	0.055	3.471	0.0

17.5	-111.5	23.4389	11.72	50.0	19.456	78.0138	8.6021	0.1447	0.36	247.99	0.0529	3.6722	0.0

17.5	-111.0	22.6436	10.91	48.17	18.8995	71.635	8.3311	0.1339	0.32	238.46	0.0503	3.5729	0.0

17.5	-110.5	21.6934	10.22	47.12	18.179	78.7959	8.0951	0.1189	0.26	220.45	0.0494	2.7748	0.0

17.5	-110.0	21.0254	9.82	46.7	17.6913	72.3304	7.8739	0.106	0.22	202.88	0.044	2.1359	0.0

17.5	-109.5	20.7349	9.79	47.22	17.3403	80.3384	7.2683	0.0957	0.19	201.1	0.0408	2.3927	0.0

17.5	-109.0	20.5154	9.86	48.07	17.132	82.3165	7.5811	0.0916	0.2	218.92	0.0348	2.4644	0.0

17.5	-108.5	20.3361	9.96	49.0	16.9332	86.8658	7.6241	0.0874	0.21	241.51	0.0315	2.7031	0.0

17.5	-108.0	20.1325	9.95	49.4	16.6632	82.1587	7.3981	0.086	0.21	249.29	0.0274	2.8887	0.0

17.5	-107.5	19.9019	9.94	49.96	16.4092	80.5888	7.1374	0.0877	0.22	254.27	0.0243	2.9423	0.0

17.5	-107.0	19.7805	10.33	52.24	16.2158	87.2714	6.809	0.0893	0.23	258.44	0.0212	2.7084	0.0

17.5	-106.5	19.4688	10.15	52.12	16.045	97.8339	6.3296	0.0891	0.23	253.49	0.0205	2.394	0.0

17.5	-106.0	19.113	9.54	49.94	15.772	76.6343	6.0074	0.0875	0.19	220.07	0.021	1.7764	0.0

17.5	-105.5	18.7299	9.18	49.04	15.544	64.0162	5.6322	0.0887	0.19	214.97	0.0202	1.7797	0.0

17.5	-105.0	18.0336	8.71	48.29	15.0213	55.0538	5.3098	0.09	0.2	218.02	0.0184	1.5999	0.0

17.5	-104.5	17.4188	8.53	48.96	14.5922	49.1215	5.0037	0.089	0.2	219.28	0.0171	1.467	0.0

17.5	-104.0	16.7622	8.38	49.99	14.2608	48.0047	4.727	0.0865	0.19	218.77	0.0178	1.6011	0.0

17.5	-103.5	15.7482	7.99	50.75	13.752	48.282	4.5372	0.0895	0.19	208.32	0.0221	1.826	0.0

17.5	-103.0	14.9665	7.94	53.03	12.88	50.9925	4.2111	0.0892	0.2	220.5	0.0214	1.9383	0.0

17.5	-102.5	13.8634	7.65	55.21	11.7275	48.9068	3.8861	0.0715	0.18	244.73	0.0161	1.821	0.0

17.5	-102.0	12.8021	7.66	59.81	10.2538	44.9924	3.5684	0.0476	0.13	269.21	0.0118	1.5389	0.0

17.5	-101.5	10.8743	6.73	61.92	8.7138	38.9375	2.7277	0.0157	0.04	271.51	0.0045	0.6376	0.0

17.5	-88.0	1.2867	1.12	86.91	0.9332	6.5965	0.0607	0.1148	0.14	118.11	0.0715	1.2044	0.0

17.5	-87.5	3.274	3.3	100.79	2.2252	22.0502	0.1111	0.1497	0.19	126.7	0.0912	1.5324	0.0

17.5	-87.0	4.0064	4.22	105.21	2.6593	28.3014	0.1423	0.1531	0.19	121.43	0.0986	1.4872	0.0

17.5	-86.5	4.4286	4.69	105.82	2.9542	32.9738	0.1797	0.1555	0.18	113.33	0.1003	1.7022	0.0

17.5	-86.0	4.7047	5.08	107.93	3.0402	36.9522	0.2418	0.1609	0.18	111.73	0.1038	1.781	0.0

17.5	-85.5	4.8958	5.41	110.53	3.175	39.5324	0.3291	0.1682	0.19	110.2	0.1096	1.7283	0.0

17.5	-85.0	5.0261	5.63	111.94	3.2616	40.1339	0.3832	0.1761	0.18	104.86	0.1178	1.4992	0.0

18.0	-120.0	26.0368	11.96	45.93	22.2467	69.9822	6.9395	0.1583	0.16	101.06	0.1248	1.9712	0.0

18.0	-119.5	25.961	12.06	46.45	21.9036	69.0411	6.986	0.1533	0.15	95.58	0.1205	1.7026	0.0

18.0	-119.0	25.9665	12.31	47.41	21.6624	70.241	7.0835	0.1555	0.17	112.23	0.1156	1.8274	0.0

18.0	-118.5	25.9859	12.59	48.43	21.639	86.6487	7.2439	0.1575	0.2	128.5	0.1134	2.2819	0.0

18.0	-118.0	25.9604	12.85	49.49	21.7477	103.518	7.4487	0.1558	0.21	131.6	0.113	2.7793	0.0

18.0	-117.5	25.9781	13.36	51.41	21.8348	120.1238	7.7079	0.1563	0.23	149.48	0.1096	3.3456	0.0003

18.0	-117.0	26.107	14.13	54.12	21.8636	132.4646	7.9345	0.1658	0.33	197.36	0.1028	5.0401	0.0

18.0	-116.5	26.2563	15.09	57.46	21.8751	138.6828	8.1785	0.1755	0.38	217.82	0.098	4.3635	0.0

18.0	-116.0	26.2196	15.87	60.53	21.8794	149.0387	8.4813	0.1774	0.42	235.7	0.0933	4.3912	0.0

18.0	-115.5	26.0721	15.99	61.32	21.8864	152.8411	8.0911	0.1796	0.47	262.62	0.0875	5.2489	0.0

18.0	-115.0	25.1558	15.3	60.84	21.495	156.1256	8.0685	0.1703	0.44	260.49	0.0804	5.097	0.0001

18.0	-114.5	22.9761	14.07	61.24	19.8558	163.9423	7.9339	0.1596	0.4	252.8	0.0745	4.6872	0.0

