lat	lon	PwaveProm	PwaveS	PwaveCV	PwaveMed	PwaveMax	PwaveMin	PwindProm	PwindS	PwindCV	PwindMed	PwindMax	PwindMin
14.5	-113.0	25.558	10.87	42.54	22.0322	57.0747	10.0564	0.1536	0.2	127.25	0.1112	2.1119	0.0001

14.5	-112.5	25.3607	10.76	42.42	22.0416	57.3637	9.8391	0.1494	0.19	127.45	0.1076	2.114	0.0001

14.5	-112.0	25.1624	10.66	42.38	21.7414	57.2801	9.7754	0.1443	0.18	122.34	0.1002	1.7459	0.0

14.5	-111.5	24.7685	10.54	42.56	21.215	56.1546	9.6685	0.1387	0.17	121.85	0.0944	1.4397	0.0001

14.5	-111.0	24.423	10.35	42.36	21.1525	54.4849	9.3779	0.1292	0.15	119.24	0.0882	1.4736	0.0

14.5	-110.5	24.0297	10.16	42.3	20.8685	53.1618	9.1123	0.1185	0.14	122.02	0.0814	1.782	0.0

14.5	-110.0	23.6799	10.05	42.44	20.543	52.1456	8.9093	0.1114	0.15	131.17	0.0716	1.4561	0.0001

14.5	-109.5	23.3583	9.97	42.67	20.3839	51.183	8.7211	0.1072	0.16	144.7	0.0622	1.8392	0.0

14.5	-109.0	23.0162	9.94	43.21	20.136	50.1714	8.4654	0.1023	0.17	165.46	0.0575	2.4398	0.0

14.5	-108.5	22.7372	10.08	44.34	19.7214	58.6879	6.8821	0.0982	0.18	179.32	0.053	2.5536	0.0

14.5	-108.0	22.4881	10.2	45.34	19.2662	67.1561	6.6809	0.0944	0.17	180.86	0.0482	2.66	0.0

14.5	-107.5	22.2518	10.28	46.21	18.8214	69.3109	6.5134	0.0906	0.16	180.96	0.0424	2.5936	0.0

14.5	-107.0	22.0851	10.48	47.45	18.4445	74.2513	6.2978	0.0875	0.16	185.4	0.0382	2.0233	0.0

14.5	-106.5	21.9442	10.71	48.8	18.1668	77.7551	6.1539	0.0869	0.17	200.86	0.0349	2.4638	0.0

14.5	-106.0	21.7005	10.5	48.4	17.9347	75.1315	6.0344	0.0895	0.19	214.62	0.0309	2.3073	0.0

14.5	-105.5	21.3127	9.95	46.67	17.8203	68.3552	5.9597	0.091	0.2	221.21	0.0273	2.5328	0.0

14.5	-105.0	21.09	9.82	46.57	17.7533	63.5145	5.8653	0.0861	0.18	206.4	0.0248	1.8408	0.0

14.5	-104.5	20.8236	9.75	46.82	17.6906	60.0025	5.7766	0.0826	0.16	195.35	0.022	1.3968	0.0

14.5	-104.0	20.5221	9.69	47.2	17.493	59.9091	5.6915	0.0841	0.17	196.24	0.0183	1.3787	0.0

14.5	-103.5	20.2186	9.53	47.11	17.4554	62.737	5.5949	0.0889	0.18	203.83	0.017	1.507	0.0

14.5	-103.0	19.9383	9.4	47.16	17.4464	58.6466	5.5329	0.0874	0.18	204.95	0.0158	1.5105	0.0

14.5	-102.5	19.5822	9.21	47.01	17.2834	56.525	5.5256	0.0832	0.17	203.65	0.0138	1.3404	0.0

14.5	-102.0	19.1942	8.89	46.29	17.0451	50.5739	5.4095	0.0821	0.17	201.85	0.0138	1.0677	0.0

14.5	-101.5	18.7965	8.64	45.98	16.7598	45.807	5.3308	0.0811	0.17	211.92	0.0118	1.8657	0.0

14.5	-101.0	18.3963	8.45	45.96	16.4255	45.6601	5.1452	0.0796	0.17	217.5	0.0114	1.8468	0.0

14.5	-100.5	18.0307	8.31	46.11	16.0536	45.1812	4.9164	0.079	0.18	231.85	0.0107	1.857	0.0

14.5	-100.0	17.6988	8.32	46.99	15.7478	44.6001	4.7663	0.0776	0.18	237.44	0.0113	1.9376	0.0

14.5	-99.5	17.4266	8.23	47.23	15.5772	44.2987	4.6518	0.0793	0.19	235.13	0.0121	1.4954	0.0

14.5	-99.0	17.1675	8.09	47.12	15.4946	45.5872	4.6002	0.0754	0.17	231.12	0.0124	1.4936	0.0

14.5	-98.5	16.9969	8.16	48.01	15.1675	46.6619	3.3761	0.0715	0.16	227.61	0.0128	1.5277	0.0

14.5	-98.0	17.0485	8.22	48.23	15.2656	49.132	3.5506	0.0693	0.15	220.97	0.0138	1.6245	0.0

14.5	-97.5	17.6344	8.53	48.39	15.3941	51.1786	3.9029	0.0744	0.15	197.99	0.0179	1.603	0.0

14.5	-97.0	18.9095	9.97	52.74	16.407	65.3695	3.898	0.1117	0.2	175.82	0.0254	1.224	0.0

14.5	-96.5	21.645	14.09	65.12	17.6382	101.6721	3.8738	0.2396	0.43	178.59	0.0408	2.376	0.0

14.5	-96.0	26.0716	20.82	79.84	20.5102	143.7775	3.865	0.4999	0.76	152.03	0.129	3.7007	0.0

14.5	-95.5	31.2319	26.89	86.1	24.7112	188.0757	3.7383	0.7923	0.98	123.27	0.2972	4.6328	0.0

14.5	-95.0	32.3097	27.21	84.2	25.7042	189.4501	3.7434	0.8216	0.95	116.11	0.466	4.7218	0.0

14.5	-94.5	26.3876	20.26	76.78	21.4154	139.1293	3.5985	0.5562	0.72	130.26	0.238	3.5911	0.0

14.5	-94.0	21.4663	13.08	60.95	18.6844	95.2234	3.4819	0.3448	0.54	156.29	0.0922	3.136	0.0

14.5	-93.5	17.4212	8.69	49.89	15.6793	67.5393	3.367	0.1359	0.29	214.64	0.0257	2.3932	0.0

14.5	-93.0	14.3053	6.5	45.41	13.2133	40.0384	3.056	0.0389	0.09	230.98	0.0104	1.0908	0.0

14.5	-92.5	11.7331	5.62	47.86	10.5896	29.507	2.5735	0.0251	0.06	227.19	0.0076	0.7291	0.0

15.0	-120.0	27.5288	12.5	45.4	23.9011	74.226	9.7816	0.1984	0.19	96.62	0.1625	1.7477	0.0

15.0	-119.5	27.4455	12.35	45.0	23.7138	72.6725	9.9159	0.1956	0.19	94.61	0.1554	1.7638	0.0

15.0	-119.0	27.4711	12.39	45.09	23.7743	75.0856	9.7283	0.1917	0.17	90.34	0.1553	1.3428	0.0001

15.0	-118.5	27.3338	12.22	44.72	23.6085	67.4985	9.3356	0.1859	0.16	86.66	0.148	1.1413	0.0

15.0	-118.0	27.1739	11.95	43.98	23.5715	65.1568	9.4649	0.1806	0.15	82.61	0.1477	1.0604	0.0

15.0	-117.5	27.1328	11.7	43.12	23.9519	62.7154	10.8649	0.1774	0.14	80.14	0.1474	0.9329	0.0

15.0	-117.0	26.9715	11.59	42.98	23.8643	61.3548	10.065	0.1747	0.14	78.72	0.1426	0.7698	0.0001

15.0	-116.5	26.8316	11.54	43.02	24.1112	63.0096	10.1413	0.1701	0.13	77.92	0.1393	0.7677	0.0

15.0	-116.0	26.7624	11.56	43.21	24.2355	65.704	10.1393	0.1669	0.13	80.16	0.1317	0.8162	0.0001

15.0	-115.5	26.5759	11.48	43.19	24.0932	64.6831	9.4544	0.1641	0.14	84.23	0.1264	0.8661	0.0002

15.0	-115.0	26.3074	11.3	42.94	23.7929	60.9083	8.872	0.1617	0.15	91.03	0.1193	1.0844	0.0002

15.0	-114.5	26.0233	11.09	42.62	23.0804	57.9972	9.022	0.1606	0.17	104.89	0.1143	1.3392	0.0

15.0	-114.0	25.7887	11.04	42.8	22.6256	57.417	10.2112	0.1633	0.21	128.95	0.1114	2.0518	0.0002

15.0	-113.5	25.5228	11.13	43.6	22.0804	60.7807	9.8416	0.1652	0.25	153.82	0.1061	2.5326	0.0

15.0	-113.0	25.3065	11.04	43.61	21.8753	63.1913	9.6934	0.1646	0.27	164.48	0.1036	2.6797	0.0001

15.0	-112.5	25.0903	10.89	43.41	21.795	58.8025	9.4856	0.1622	0.27	163.98	0.0994	2.7373	0.0001

15.0	-112.0	24.8829	10.75	43.22	21.5003	56.9534	9.4064	0.1555	0.24	153.39	0.0958	2.535	0.0

15.0	-111.5	24.4636	10.55	43.13	20.9176	57.7042	9.4912	0.1475	0.22	150.41	0.088	2.0454	0.0

15.0	-111.0	24.1167	10.28	42.63	20.6857	56.2193	9.291	0.136	0.19	141.43	0.0835	1.5945	0.0

15.0	-110.5	23.7169	10.07	42.47	20.3696	52.9908	9.0621	0.1221	0.17	136.47	0.0746	1.7732	0.0001

15.0	-110.0	23.3663	10.02	42.88	20.1854	51.9459	8.8957	0.1098	0.16	142.13	0.0642	1.5085	0.0

15.0	-109.5	22.9688	9.93	43.25	19.7666	50.9452	8.6417	0.1022	0.16	157.11	0.0575	2.1007	0.0

15.0	-109.0	22.6266	10.05	44.4	19.4673	54.1069	7.1371	0.0979	0.18	180.9	0.0525	2.6384	0.0

15.0	-108.5	22.3221	10.23	45.83	19.0491	60.7945	6.71	0.0946	0.19	202.43	0.0458	3.1097	0.0

15.0	-108.0	22.1058	10.48	47.41	18.6465	72.2395	6.5953	0.0923	0.2	219.83	0.0424	3.1799	0.0

15.0	-107.5	21.7929	10.41	47.78	18.2368	84.9035	6.4124	0.0882	0.19	220.44	0.0369	3.3329	0.0

15.0	-107.0	21.5176	10.34	48.07	17.7528	81.7195	6.2722	0.0841	0.18	213.11	0.0314	2.5062	0.0

15.0	-106.5	21.2979	10.33	48.51	17.5026	85.7254	6.1425	0.0848	0.2	231.19	0.0294	2.1341	0.0

15.0	-106.0	20.9471	10.06	48.04	17.1846	82.1008	6.1898	0.0839	0.19	228.11	0.0252	2.3842	0.0

15.0	-105.5	20.789	10.17	48.94	17.1236	73.4766	6.0735	0.0811	0.17	213.19	0.0229	1.8771	0.0

15.0	-105.0	20.6557	10.18	49.29	17.1554	66.7167	5.9724	0.0853	0.19	218.02	0.0199	1.6014	0.0

15.0	-104.5	20.2052	9.59	47.45	16.9699	60.0908	5.9059	0.0863	0.19	214.66	0.0176	1.4538	0.0

15.0	-104.0	19.9244	9.46	47.48	16.7606	54.1924	5.7347	0.0855	0.18	205.63	0.0159	1.5367	0.0

15.0	-103.5	19.6554	9.44	48.01	16.6494	54.4101	5.5589	0.0836	0.17	202.88	0.014	1.3679	0.0

15.0	-103.0	19.3045	9.27	48.0	16.4978	54.7679	5.4455	0.08	0.16	201.67	0.0132	1.3694	0.0

15.0	-102.5	18.8146	8.94	47.53	16.2955	52.0405	5.3025	0.0759	0.15	202.98	0.0132	1.2358	0.0

15.0	-102.0	18.3873	8.7	47.34	16.0432	47.8344	5.1864	0.0738	0.15	201.6	0.0124	1.0398	0.0

15.0	-101.5	17.8999	8.53	47.67	15.6299	44.6636	5.0973	0.0743	0.16	214.56	0.0114	1.7248	0.0

15.0	-101.0	17.4968	8.42	48.13	15.3022	44.2892	4.9378	0.0717	0.15	213.66	0.0114	1.0159	0.0

15.0	-100.5	17.1158	8.34	48.73	14.9646	44.1431	4.7046	0.067	0.15	220.61	0.0105	1.0357	0.0

15.0	-100.0	16.7201	8.3	49.62	14.4974	44.225	4.527	0.0646	0.15	226.41	0.0108	1.0981	0.0

15.0	-99.5	16.307	8.15	50.01	14.2152	47.8263	4.3626	0.0632	0.15	229.96	0.0115	1.149	0.0

15.0	-99.0	15.9245	8.03	50.43	14.0619	52.4176	4.2744	0.063	0.14	217.42	0.014	1.0751	0.0

15.0	-98.5	15.6129	8.1	51.89	13.8546	51.0032	3.4427	0.0599	0.13	216.97	0.0148	1.267	0.0

15.0	-98.0	15.4964	8.11	52.35	13.7312	46.3078	3.886	0.0579	0.12	207.04	0.0154	1.177	0.0

15.0	-97.5	15.678	8.21	52.34	13.9713	45.4467	4.5933	0.0568	0.11	196.07	0.0156	1.0185	0.0

15.0	-97.0	16.0257	8.2	51.18	14.1958	46.426	4.3461	0.0548	0.11	200.47	0.0135	1.1227	0.0

15.0	-96.5	17.6182	8.7	49.37	15.9973	47.0808	4.3608	0.1052	0.18	174.06	0.0242	1.3328	0.0

15.0	-96.0	21.6969	12.59	58.02	19.228	85.1988	4.3697	0.3484	0.59	168.77	0.0683	3.0067	0.0

15.0	-95.5	27.2411	20.33	74.62	22.5537	140.9011	4.2974	0.8042	0.97	120.61	0.3354	4.5015	0.0

15.0	-95.0	30.6839	23.22	75.68	25.4838	153.7935	4.4254	1.0042	1.04	103.76	0.7934	4.8557	0.0

15.0	-94.5	24.1325	16.17	67.0	20.6548	103.4137	4.26	0.6593	0.76	115.85	0.3792	3.6062	0.0

15.0	-94.0	19.6628	9.82	49.94	18.3206	63.9233	4.3587	0.3781	0.54	143.29	0.1192	3.0017	0.0

15.0	-93.5	14.9251	7.05	47.26	13.43	56.1779	3.9936	0.1348	0.3	221.78	0.022	2.1889	0.0

15.0	-93.0	10.5611	4.98	47.16	9.42	32.98	3.1718	0.0405	0.12	289.04	0.0091	1.7961	0.0

15.5	-120.0	27.3604	12.34	45.09	23.5365	71.8393	9.2376	0.1916	0.17	89.46	0.1542	1.4351	0.0

15.5	-119.5	27.1952	12.22	44.95	23.5224	70.7067	9.3105	0.1866	0.16	87.67	0.1486	1.2857	0.0001

15.5	-119.0	27.0735	12.14	44.84	23.3648	65.4697	9.472	0.1818	0.15	85.26	0.1412	1.1698	0.0

15.5	-118.5	26.9878	11.94	44.24	23.2996	63.5655	9.1377	0.177	0.15	83.41	0.1343	0.9048	0.0001

15.5	-118.0	26.8762	11.75	43.73	23.4234	62.4072	9.2353	0.1737	0.14	81.93	0.1362	0.8469	0.0

15.5	-117.5	26.8124	11.61	43.28	23.7724	60.8031	9.1469	0.1723	0.14	80.9	0.1381	0.8323	0.0

15.5	-117.0	26.6906	11.54	43.25	23.8036	61.584	10.6136	0.1706	0.14	81.91	0.1366	0.9403	0.0002

15.5	-116.5	26.552	11.52	43.4	23.9911	64.7087	10.2974	0.1674	0.14	84.92	0.1297	1.0609	0.0001

15.5	-116.0	26.469	11.54	43.6	23.8767	68.0388	9.7736	0.1648	0.15	88.07	0.1256	1.1091	0.0001

15.5	-115.5	26.3337	11.52	43.73	23.7335	69.481	9.2644	0.163	0.15	93.41	0.1209	1.2518	0.0002

15.5	-115.0	26.1267	11.41	43.66	23.4312	66.9082	8.9836	0.1618	0.16	101.79	0.1154	1.2891	0.0003

15.5	-114.5	25.8709	11.3	43.69	22.9722	61.1676	9.0932	0.1632	0.2	120.84	0.1088	1.5846	0.0

15.5	-114.0	25.5341	11.24	44.0	22.4249	59.3825	10.1451	0.1694	0.26	156.03	0.1034	2.6367	0.0

15.5	-113.5	25.2906	11.36	44.91	22.0696	70.8137	9.8982	0.1751	0.32	184.24	0.0995	3.218	0.0001

15.5	-113.0	25.0139	11.13	44.51	21.7018	67.3484	9.6441	0.1726	0.32	184.68	0.0958	2.9957	0.0

15.5	-112.5	24.8422	10.97	44.15	21.6252	65.1679	9.4445	0.1713	0.32	187.9	0.093	3.0998	0.0

15.5	-112.0	24.7186	11.1	44.89	21.071	66.6458	9.3291	0.1719	0.34	199.09	0.093	3.0361	0.0

15.5	-111.5	24.4003	10.97	44.98	20.6488	66.1768	9.3125	0.1654	0.32	193.59	0.089	2.7549	0.0

15.5	-111.0	23.9964	10.55	43.97	20.477	62.7939	9.1434	0.1477	0.25	169.26	0.0799	2.1096	0.0001

15.5	-110.5	23.549	10.3	43.72	20.2285	61.8851	8.9163	0.1309	0.2	151.92	0.0714	1.6717	0.0001

15.5	-110.0	23.086	10.13	43.89	19.8668	53.7577	8.7167	0.1175	0.18	154.58	0.064	1.8593	0.0

15.5	-109.5	22.7457	10.2	44.83	19.3947	59.1288	8.6333	0.1024	0.15	150.68	0.0561	1.566	0.0

15.5	-109.0	22.3309	10.3	46.12	19.0338	65.7236	7.3892	0.0955	0.16	167.41	0.049	1.9506	0.0

15.5	-108.5	22.0063	10.53	47.85	18.7204	76.6246	7.1228	0.0935	0.18	195.94	0.0423	2.4557	0.0

15.5	-108.0	21.6265	10.31	47.69	18.2264	81.4392	6.6379	0.0929	0.21	229.26	0.0382	2.9937	0.0

15.5	-107.5	21.3738	10.49	49.1	17.6848	87.6157	6.4865	0.0902	0.23	259.56	0.0329	3.3528	0.0

15.5	-107.0	21.1573	10.58	50.01	17.2646	90.9341	6.3063	0.0853	0.21	246.34	0.028	2.8763	0.0

15.5	-106.5	20.7691	10.07	48.48	16.8894	84.2587	6.1189	0.0807	0.19	238.93	0.0252	2.3899	0.0

15.5	-106.0	20.5625	10.1	49.13	16.7353	78.1919	6.0795	0.0798	0.18	228.16	0.0214	2.077	0.0

15.5	-105.5	20.4242	10.2	49.94	16.667	75.8007	6.1038	0.0832	0.19	230.65	0.0198	2.0071	0.0

15.5	-105.0	20.1294	9.91	49.23	16.6602	68.1608	6.0513	0.0858	0.2	235.62	0.0175	1.9498	0.0

15.5	-104.5	19.7703	9.51	48.09	16.4989	58.8873	5.7985	0.0856	0.2	229.72	0.0165	1.5035	0.0

15.5	-104.0	19.3817	9.26	47.8	16.281	52.4006	5.5997	0.082	0.18	216.29	0.016	1.3455	0.0

15.5	-103.5	19.051	9.12	47.9	16.1034	47.0091	5.3972	0.0791	0.17	211.61	0.015	1.1916	0.0

15.5	-103.0	18.6039	8.96	48.18	15.9284	47.9381	5.2114	0.0772	0.16	204.79	0.0148	1.0156	0.0

15.5	-102.5	18.0104	8.64	47.99	15.5966	46.5464	5.136	0.0718	0.15	203.85	0.014	0.9394	0.0

15.5	-102.0	17.4835	8.46	48.4	15.2603	44.3105	4.9598	0.0703	0.14	204.71	0.014	0.9141	0.0

15.5	-101.5	17.0449	8.38	49.19	14.9209	43.019	4.8355	0.0691	0.15	210.34	0.0136	0.958	0.0

15.5	-101.0	16.6097	8.35	50.3	14.3736	44.0217	4.7138	0.0678	0.15	218.69	0.0129	0.9848	0.0

15.5	-100.5	16.1523	8.37	51.81	13.8028	47.2579	4.4233	0.0664	0.14	218.44	0.0136	1.0717	0.0

15.5	-100.0	15.654	8.36	53.4	13.1042	52.3266	4.1755	0.0645	0.14	216.66	0.0148	0.989	0.0

15.5	-99.5	15.0006	8.09	53.96	12.5851	52.255	3.98	0.0617	0.14	221.94	0.0156	1.195	0.0

15.5	-99.0	14.5289	8.01	55.12	11.9528	50.996	3.8428	0.0582	0.13	216.99	0.0181	1.1379	0.0

15.5	-98.5	14.0897	8.01	56.84	11.3174	51.9028	3.2035	0.051	0.11	210.55	0.016	1.0032	0.0

15.5	-98.0	13.8893	8.28	59.6	11.3614	51.6308	3.3302	0.0528	0.1	181.56	0.0208	0.9904	0.0

15.5	-97.5	13.5855	8.18	60.22	11.2721	50.0827	3.3619	0.0565	0.1	182.25	0.02	1.1554	0.0

