lat	lon	PwaveProm	PwaveS	PwaveCV	PwaveMed	PwaveMax	PwaveMin	PwindProm	PwindS	PwindCV	PwindMed	PwindMax	PwindMin
32.5	-118.5	16.5367	12.64	76.44	12.0241	97.4363	2.8495	0.1081	0.2	182.32	0.0342	1.7952	0.0

32.5	-118.0	13.0899	9.38	71.66	10.1058	75.3824	2.826	0.0685	0.14	198.46	0.0234	1.3568	0.0

32.5	-117.5	10.6607	7.12	66.8	8.5166	58.8306	2.3458	0.046	0.09	199.33	0.0163	0.9874	0.0

33.0	-120.0	27.7193	23.75	85.68	18.8082	141.0127	4.0195	0.2674	0.37	136.6	0.125	2.657	0.0

33.0	-119.5	19.0774	14.87	77.93	14.03	107.5213	3.0836	0.2044	0.33	162.37	0.0713	2.241	0.0

33.0	-119.0	13.4998	9.59	71.07	10.7636	67.5075	2.3513	0.1382	0.26	187.71	0.0397	2.0553	0.0

33.0	-118.5	8.4327	6.18	73.24	6.7231	47.9019	1.4615	0.0824	0.17	209.46	0.0224	1.7322	0.0

33.0	-118.0	6.6436	3.69	55.54	5.8196	25.0239	1.2285	0.0456	0.1	223.35	0.0134	1.1046	0.0

33.0	-117.5	5.5581	3.11	55.87	4.739	21.2337	1.3646	0.0297	0.06	191.36	0.0099	0.8545	0.0

