lat	lon	PwaveProm	PwaveS	PwaveCV	PwaveMed	PwaveMax	PwaveMin	PwindProm	PwindS	PwindCV	PwindMed	PwindMax	PwindMin
14.0	-113.0	27.8711	12.59	45.17	23.6625	81.3424	8.028	0.093	0.11	115.24	0.0668	1.1092	0.0

14.0	-112.5	27.5665	12.38	44.9	23.3532	80.0283	8.0273	0.0897	0.1	108.81	0.0612	1.0463	0.0

14.0	-112.0	27.3006	12.14	44.46	23.0888	77.8037	8.005	0.086	0.09	103.21	0.0582	0.7648	0.0

14.0	-111.5	26.9963	11.94	44.24	22.9714	75.3848	7.943	0.0805	0.08	103.25	0.0526	0.631	0.0

14.0	-111.0	26.8062	11.74	43.81	22.8742	72.8456	7.3518	0.0755	0.08	103.33	0.0478	0.5041	0.0

14.0	-110.5	26.5353	11.48	43.27	22.7672	70.5207	7.0178	0.0707	0.07	103.04	0.0451	0.5184	0.0

14.0	-110.0	26.1658	11.23	42.91	22.5386	68.6405	6.4942	0.0652	0.07	102.5	0.0436	0.4996	0.0

14.0	-109.5	25.7282	10.93	42.5	22.2526	66.8424	6.3922	0.0596	0.06	102.42	0.0399	0.4475	0.0

14.0	-109.0	25.2922	10.66	42.15	21.9609	64.8599	6.2629	0.0539	0.06	102.63	0.0377	0.3661	0.0

14.0	-108.5	24.9142	10.44	41.91	21.7854	63.244	6.591	0.0495	0.05	103.55	0.034	0.3889	0.0

14.0	-108.0	24.6203	10.26	41.68	21.7304	61.6862	6.6148	0.0458	0.05	105.47	0.0312	0.4281	0.0

14.0	-107.5	24.366	10.11	41.48	21.6833	60.0675	6.5611	0.0426	0.05	108.68	0.0285	0.4571	0.0

14.0	-107.0	24.1414	9.97	41.28	21.6426	58.5294	6.3086	0.0397	0.04	110.48	0.0252	0.4635	0.0

14.0	-106.5	23.8772	9.83	41.18	21.5314	56.8754	6.0685	0.0369	0.04	114.28	0.0224	0.4253	0.0

14.0	-106.0	23.6148	9.7	41.08	21.3436	55.0659	5.8549	0.0344	0.04	120.69	0.0207	0.3547	0.0

14.0	-105.5	23.3611	9.61	41.12	21.2022	53.4413	5.6323	0.0325	0.04	131.86	0.018	0.3795	0.0

14.0	-105.0	23.0704	9.52	41.27	20.8284	51.692	5.4612	0.0316	0.04	133.4	0.0167	0.3746	0.0

14.0	-104.5	22.7925	9.45	41.46	20.7197	51.804	5.2966	0.0311	0.04	136.85	0.0162	0.4714	0.0

14.0	-104.0	22.534	9.42	41.8	20.4723	53.3133	5.1669	0.0312	0.04	140.59	0.0156	0.4362	0.0

14.0	-103.5	22.2523	9.37	42.09	20.1606	54.788	5.0384	0.031	0.05	150.26	0.015	0.6606	0.0

14.0	-103.0	21.9741	9.36	42.62	19.8165	56.3636	4.9446	0.0314	0.05	159.8	0.0139	0.4889	0.0

14.0	-102.5	21.7025	9.42	43.39	19.2588	58.1776	4.8903	0.0328	0.06	173.68	0.0134	0.5443	0.0

14.0	-102.0	21.4169	9.44	44.09	18.7118	59.9802	4.7825	0.0339	0.06	187.54	0.0134	0.6928	0.0

14.0	-101.5	21.0935	9.48	44.94	18.3219	62.1066	4.6996	0.0337	0.06	190.53	0.013	0.7415	0.0

14.0	-101.0	20.7805	9.51	45.75	17.9832	64.7243	4.5489	0.0326	0.06	188.89	0.0122	0.7491	0.0

14.0	-100.5	20.4861	9.59	46.8	17.6366	68.1482	4.4233	0.0319	0.06	189.79	0.012	0.6542	0.0

14.0	-100.0	20.1803	9.69	47.99	17.2594	73.1093	4.3007	0.0328	0.06	197.54	0.0114	0.5319	0.0

14.0	-99.5	19.9205	9.72	48.82	16.8389	77.8094	4.1758	0.0339	0.07	198.98	0.0112	0.5443	0.0

14.0	-99.0	19.7866	9.9	50.04	16.5598	77.8122	4.0606	0.0354	0.07	202.12	0.0115	0.5151	0.0

14.0	-98.5	19.6928	10.07	51.12	16.2695	73.8758	3.9701	0.0398	0.08	212.89	0.0111	0.8019	0.0

14.0	-98.0	19.8771	10.79	54.31	16.2698	91.4789	3.8868	0.048	0.1	210.95	0.0115	0.8316	0.0

14.0	-97.5	20.5062	12.28	59.9	16.7955	121.5508	5.12	0.0673	0.15	216.23	0.013	1.24	0.0

14.0	-97.0	20.7657	13.86	66.76	17.116	166.6956	5.1621	0.1127	0.25	226.1	0.0182	2.5836	0.0

14.0	-96.5	22.174	17.78	80.18	17.6702	221.3856	5.2126	0.186	0.42	224.89	0.0244	4.005	0.0

14.0	-96.0	23.9143	21.77	91.04	18.7925	257.116	5.2555	0.2678	0.56	209.78	0.0425	4.8956	0.0

14.0	-95.5	25.2418	24.33	96.38	19.7126	261.9944	5.3219	0.3215	0.62	192.14	0.0657	5.0872	0.0

14.0	-95.0	24.9385	23.15	92.83	19.5653	237.3415	5.34	0.2815	0.56	198.63	0.0587	4.4979	0.0

14.0	-94.5	22.0428	17.83	80.91	17.7651	179.2082	5.3388	0.1844	0.42	226.62	0.0307	3.5476	0.0

14.0	-94.0	19.734	13.02	65.96	16.9047	130.0958	5.3058	0.111	0.29	257.25	0.0156	2.8994	0.0

14.0	-93.5	17.7504	10.22	57.6	15.1196	86.9397	5.1817	0.0515	0.15	282.01	0.008	1.5772	0.0

14.0	-93.0	16.3969	8.76	53.43	13.8409	52.7057	5.0285	0.0216	0.05	219.17	0.0054	0.4995	0.0

14.0	-92.5	15.0136	7.83	52.16	12.6173	47.7177	4.8362	0.0168	0.03	189.45	0.0056	0.3112	0.0

14.0	-92.0	13.6613	7.47	54.65	11.1939	44.9593	4.5869	0.021	0.04	172.33	0.0088	0.3557	0.0

14.0	-91.5	10.7538	5.57	51.76	8.9214	32.7741	3.9713	0.0145	0.03	205.5	0.0054	0.3836	0.0

14.5	-120.0	30.8552	16.9	54.78	25.5918	107.0669	6.8788	0.1994	0.19	93.77	0.158	1.1222	0.0

14.5	-119.5	30.6808	16.63	54.2	25.436	105.2858	6.9181	0.1926	0.18	94.47	0.1495	1.0455	0.0

14.5	-119.0	30.4681	16.24	53.31	25.3344	103.6269	6.9642	0.1838	0.18	95.97	0.145	1.107	0.0

14.5	-118.5	30.3558	15.89	52.36	25.363	102.0417	7.0487	0.1727	0.17	96.35	0.1335	1.0274	0.0

14.5	-118.0	30.1602	15.51	51.43	25.279	99.9755	7.1007	0.1624	0.16	97.39	0.1223	1.0068	0.0

14.5	-117.5	29.9902	15.27	50.92	25.2165	98.7906	7.1945	0.153	0.15	98.35	0.1144	0.9788	0.0

14.5	-117.0	29.9294	14.97	50.03	25.182	98.6611	7.3115	0.145	0.14	99.28	0.1044	0.9195	0.0

14.5	-116.5	29.792	14.77	49.59	25.0446	98.8156	7.3802	0.1376	0.14	100.96	0.0953	0.8928	0.0

14.5	-116.0	29.6036	14.51	49.0	24.8585	97.4644	7.4632	0.1316	0.13	101.65	0.0922	0.8495	0.0

14.5	-115.5	29.4423	14.28	48.51	24.696	95.3933	7.5538	0.1254	0.13	100.59	0.0876	0.7991	0.0

14.5	-115.0	29.1722	13.99	47.97	24.6291	92.0948	7.6398	0.1187	0.12	100.11	0.0824	0.7102	0.0

14.5	-114.5	28.813	13.63	47.32	24.5502	86.7902	7.757	0.1111	0.11	98.26	0.0786	0.6886	0.0

14.5	-114.0	28.505	13.3	46.67	24.2682	82.9831	7.837	0.1065	0.1	94.76	0.0747	0.4998	0.0

14.5	-113.5	28.1538	12.95	46.0	23.9612	82.4303	7.9403	0.1039	0.1	95.99	0.0745	0.7322	0.0

14.5	-113.0	27.8364	12.63	45.39	23.674	81.6843	8.0014	0.1004	0.1	103.12	0.0736	0.9791	0.0

14.5	-112.5	27.5095	12.37	44.98	23.361	79.7838	8.07	0.096	0.1	103.78	0.0698	1.154	0.0

14.5	-112.0	27.1931	12.09	44.45	23.1071	76.7605	8.0549	0.0906	0.09	102.77	0.0636	0.9267	0.0

14.5	-111.5	26.8613	11.84	44.09	22.9147	74.0577	7.1439	0.0841	0.08	100.74	0.0599	0.6475	0.0

14.5	-111.0	26.5743	11.58	43.59	22.8049	71.575	7.024	0.0788	0.08	99.69	0.056	0.5877	0.0

14.5	-110.5	26.3841	11.38	43.15	22.6917	69.4325	6.8369	0.0727	0.07	100.63	0.0498	0.4965	0.0

14.5	-110.0	25.9955	11.11	42.75	22.4768	67.6554	6.5093	0.0674	0.07	101.55	0.0455	0.4616	0.0

14.5	-109.5	25.5401	10.83	42.41	22.1338	65.9534	6.4291	0.0617	0.06	103.77	0.0422	0.5617	0.0

14.5	-109.0	25.0687	10.55	42.1	21.8552	64.1836	6.2495	0.056	0.06	105.6	0.039	0.5804	0.0

14.5	-108.5	24.6676	10.34	41.92	21.6432	62.5359	6.5706	0.0512	0.05	106.54	0.0348	0.4887	0.0

14.5	-108.0	24.3299	10.16	41.78	21.4703	60.8267	6.7798	0.0472	0.05	107.23	0.0312	0.421	0.0

14.5	-107.5	24.0316	10.0	41.61	21.3203	59.1776	6.6426	0.0434	0.05	109.6	0.0278	0.3965	0.0

14.5	-107.0	23.7694	9.84	41.42	21.1938	57.6334	6.4002	0.0396	0.04	112.21	0.0246	0.3711	0.0

14.5	-106.5	23.462	9.7	41.34	20.9167	56.0279	6.176	0.0353	0.04	116.46	0.0197	0.3098	0.0

14.5	-106.0	23.1797	9.55	41.21	20.8657	54.3835	5.9769	0.0325	0.04	124.25	0.0183	0.4307	0.0

14.5	-105.5	22.9054	9.45	41.26	20.7026	52.7831	5.7532	0.031	0.04	132.23	0.0162	0.3948	0.0

14.5	-105.0	22.5762	9.35	41.4	20.3717	50.9955	5.5795	0.0292	0.04	134.76	0.015	0.3858	0.0

14.5	-104.5	22.273	9.26	41.56	20.1266	49.8273	5.4094	0.0279	0.04	142.78	0.0134	0.5152	0.0

14.5	-104.0	21.9764	9.19	41.83	19.9068	49.92	5.2577	0.0274	0.04	151.06	0.0127	0.4542	0.0

14.5	-103.5	21.6619	9.13	42.15	19.5411	49.9335	5.1346	0.0271	0.04	163.13	0.0116	0.4224	0.0

14.5	-103.0	21.3667	9.11	42.62	19.108	49.7095	5.0299	0.0278	0.05	182.65	0.0112	0.495	0.0

14.5	-102.5	21.0719	9.12	43.3	18.6066	50.1309	4.9366	0.0287	0.06	208.19	0.0107	0.6741	0.0

14.5	-102.0	20.686	9.1	43.99	17.9993	50.8039	4.8288	0.0289	0.06	222.24	0.0102	0.7764	0.0

14.5	-101.5	20.3175	9.08	44.7	17.5971	51.6083	4.7473	0.0285	0.06	224.44	0.0095	0.8673	0.0

14.5	-101.0	19.9585	9.04	45.29	17.2186	52.5524	4.6367	0.0279	0.06	225.45	0.009	0.8469	0.0

14.5	-100.5	19.6015	9.04	46.1	16.8526	53.6309	4.4847	0.0277	0.06	230.06	0.0083	0.7551	0.0

14.5	-100.0	19.2561	9.09	47.23	16.4352	55.817	4.3468	0.0283	0.07	231.28	0.0084	0.6709	0.0

14.5	-99.5	18.9424	9.19	48.51	15.9926	59.3631	4.216	0.0289	0.07	232.57	0.0084	0.7201	0.0

14.5	-99.0	18.6626	9.24	49.5	15.7463	63.7216	4.0918	0.0298	0.07	248.61	0.008	0.7995	0.0

14.5	-98.5	18.4302	9.27	50.32	15.387	61.8795	4.0047	0.0323	0.09	277.41	0.0078	0.9754	0.0

14.5	-98.0	18.3602	9.45	51.46	15.1041	63.3737	3.9124	0.0352	0.1	274.04	0.0086	0.9995	0.0

14.5	-97.5	18.5817	10.02	53.94	15.0168	74.6951	3.8522	0.042	0.11	253.82	0.0097	0.9435	0.0

14.5	-97.0	18.9489	11.03	58.23	15.6827	107.0881	5.1916	0.0631	0.16	248.35	0.0111	1.6833	0.0

14.5	-96.5	19.9903	13.48	67.45	16.4886	156.1066	5.2312	0.126	0.31	243.04	0.0158	3.2989	0.0

14.5	-96.0	22.2592	17.97	80.71	17.6425	208.3579	5.389	0.2484	0.54	218.65	0.0341	4.9779	0.0

14.5	-95.5	24.7767	22.43	90.52	19.5968	234.8395	4.1314	0.3921	0.7	179.78	0.0804	5.6029	0.0

14.5	-95.0	25.6707	23.21	90.41	19.6486	221.6471	4.3287	0.4053	0.7	172.01	0.0906	5.1751	0.0

14.5	-94.5	22.312	17.74	79.51	17.995	166.9483	5.4965	0.2529	0.51	203.29	0.0458	4.0233	0.0

14.5	-94.0	19.276	12.34	64.01	16.6272	117.5544	5.381	0.1403	0.35	251.26	0.0173	3.337	0.0

14.5	-93.5	16.7865	9.52	56.73	14.3266	75.6943	5.1634	0.0571	0.18	315.92	0.008	1.9637	0.0

14.5	-93.0	14.7513	7.87	53.38	12.3038	47.4361	4.7894	0.0164	0.04	242.72	0.0042	0.5668	0.0

14.5	-92.5	12.4748	6.62	53.03	10.3218	40.703	4.2128	0.0126	0.02	152.74	0.0055	0.1683	0.0

15.0	-120.0	31.0211	16.68	53.78	25.6731	105.9092	6.7813	0.2151	0.2	91.33	0.1682	1.3031	0.0

15.0	-119.5	30.8322	16.44	53.34	25.6438	103.8111	6.8154	0.2075	0.19	91.91	0.1609	1.3567	0.0

15.0	-119.0	30.702	16.16	52.63	25.4836	101.8725	6.876	0.1976	0.18	91.5	0.1566	1.3053	0.0

15.0	-118.5	30.4734	15.79	51.83	25.302	99.9162	6.9334	0.1867	0.17	90.83	0.1451	1.088	0.0

15.0	-118.0	30.2717	15.49	51.16	25.261	98.4229	6.9971	0.1756	0.16	90.75	0.1376	1.0338	0.0

15.0	-117.5	30.2053	15.16	50.2	25.4324	97.5642	7.0751	0.1663	0.15	91.19	0.1274	0.9631	0.0

15.0	-117.0	30.0281	14.91	49.67	25.3464	96.957	7.1476	0.1581	0.15	92.24	0.1212	0.9056	0.0

15.0	-116.5	29.8146	14.66	49.18	25.2525	96.8221	7.224	0.1499	0.14	94.21	0.1128	0.9416	0.0

15.0	-116.0	29.6043	14.39	48.59	25.0268	96.1142	7.2989	0.141	0.13	95.38	0.1074	0.8893	0.0

15.0	-115.5	29.3207	14.1	48.09	24.8472	93.9948	7.3906	0.1321	0.13	96.76	0.1015	0.8594	0.0

15.0	-115.0	29.0136	13.82	47.62	24.577	90.9178	7.4731	0.1245	0.12	97.14	0.0926	0.8618	0.0

15.0	-114.5	28.7445	13.54	47.1	24.4854	87.5387	7.4896	0.1177	0.11	95.82	0.0865	0.7187	0.0

15.0	-114.0	28.3924	13.22	46.57	24.3555	83.313	7.551	0.1138	0.11	93.59	0.085	0.6439	0.0

15.0	-113.5	28.0138	12.83	45.82	24.1501	81.5589	7.506	0.1103	0.1	90.7	0.084	0.5857	0.0

15.0	-113.0	27.6939	12.52	45.23	23.8215	79.9577	6.8095	0.1058	0.1	90.6	0.0798	0.6258	0.0

15.0	-112.5	27.3146	12.22	44.75	23.5072	77.5459	7.0212	0.1013	0.1	94.21	0.0791	0.9653	0.0

15.0	-112.0	27.027	11.96	44.23	23.3007	74.6722	7.1987	0.0955	0.09	98.34	0.0738	1.0038	0.0

15.0	-111.5	26.7378	11.71	43.8	23.054	72.2936	7.2426	0.0885	0.09	99.58	0.0678	0.8054	0.0

15.0	-111.0	26.4385	11.45	43.31	22.8146	70.1588	7.2377	0.0828	0.08	97.7	0.064	0.6643	0.0

15.0	-110.5	26.1764	11.23	42.89	22.5769	68.2721	7.1532	0.0759	0.08	98.83	0.058	0.6275	0.0

15.0	-110.0	25.8333	11.02	42.65	22.4122	66.6835	6.9343	0.069	0.07	102.25	0.0506	0.5731	0.0

15.0	-109.5	25.3676	10.74	42.34	22.1866	64.9092	6.8153	0.0632	0.07	106.53	0.046	0.6559	0.0

15.0	-109.0	24.897	10.49	42.12	21.7794	63.348	6.6623	0.0576	0.06	109.46	0.0401	0.658	0.0

15.0	-108.5	24.4375	10.25	41.93	21.5522	61.5383	6.548	0.052	0.06	112.73	0.0359	0.5634	0.0

15.0	-108.0	24.0523	10.05	41.79	21.3072	59.7331	6.4529	0.0477	0.05	114.24	0.0306	0.4485	0.0

15.0	-107.5	23.7502	9.9	41.68	21.0556	58.1541	6.4876	0.0432	0.05	113.31	0.0266	0.3811	0.0

15.0	-107.0	23.4122	9.74	41.59	20.8451	56.5098	6.3241	0.0393	0.04	113.91	0.0232	0.3162	0.0

15.0	-106.5	23.1022	9.6	41.54	20.6448	54.9545	6.1532	0.0352	0.04	117.51	0.0194	0.3439	0.0

15.0	-106.0	22.7991	9.48	41.56	20.4631	53.5173	5.9856	0.0319	0.04	122.72	0.0176	0.3738	0.0

15.0	-105.5	22.476	9.35	41.59	20.1455	51.8567	5.8264	0.0294	0.04	128.57	0.0154	0.3482	0.0

15.0	-105.0	22.1294	9.24	41.73	19.8444	50.056	5.6574	0.0274	0.04	136.91	0.014	0.4146	0.0

15.0	-104.5	21.8097	9.13	41.88	19.6182	49.2661	5.5136	0.0257	0.04	148.55	0.0114	0.4258	0.0

15.0	-104.0	21.4669	9.03	42.06	19.341	49.3404	5.3692	0.0252	0.04	156.6	0.0108	0.2806	0.0

15.0	-103.5	21.1357	8.96	42.39	18.9075	49.4469	5.2354	0.0254	0.04	172.18	0.0102	0.3642	0.0

15.0	-103.0	20.8076	8.91	42.81	18.4669	49.4514	5.1439	0.0262	0.05	191.01	0.0099	0.5156	0.0

15.0	-102.5	20.4449	8.86	43.36	17.8516	49.1342	5.0148	0.0264	0.06	209.97	0.0089	0.5628	0.0

15.0	-102.0	20.0574	8.79	43.84	17.3903	48.8399	4.8808	0.0262	0.06	224.76	0.0085	0.7141	0.0

15.0	-101.5	19.6306	8.75	44.55	16.96	48.6552	4.804	0.026	0.06	233.16	0.008	0.7435	0.0

15.0	-101.0	19.1932	8.69	45.29	16.4981	48.4802	4.7003	0.0266	0.06	233.06	0.0083	0.8278	0.0

15.0	-100.5	18.8036	8.65	46.01	16.0779	50.0835	4.5946	0.0278	0.07	234.96	0.0082	0.8676	0.0

15.0	-100.0	18.4031	8.62	46.86	15.6362	50.3508	4.4419	0.0285	0.07	232.64	0.0086	0.8925	0.0

15.0	-99.5	18.0085	8.63	47.91	15.2238	49.3948	4.2964	0.0284	0.07	235.9	0.0083	0.9796	0.0

15.0	-99.0	17.6733	8.67	49.08	14.8264	50.3002	4.179	0.03	0.07	240.66	0.009	1.0513	0.0

15.0	-98.5	17.36	8.78	50.59	14.3674	52.2148	4.0642	0.0299	0.08	258.18	0.0085	0.9087	0.0

15.0	-98.0	17.1616	8.96	52.19	13.987	53.9358	3.9763	0.0322	0.08	261.86	0.0091	0.8694	0.0

15.0	-97.5	17.029	8.98	52.75	13.8524	54.2204	3.9038	0.0363	0.1	269.14	0.0094	0.9694	0.0

15.0	-97.0	17.0634	9.14	53.55	13.8898	54.7519	3.8762	0.04	0.12	296.71	0.0075	1.0018	0.0

15.0	-96.5	17.9001	9.88	55.18	14.812	73.5159	5.2393	0.0637	0.17	268.97	0.0139	2.0815	0.0

15.0	-96.0	19.702	12.04	61.1	16.581	120.1158	5.4379	0.1672	0.39	232.93	0.0202	3.933	0.0

15.0	-95.5	22.6689	17.44	76.95	18.7456	170.4318	3.9779	0.402	0.68	169.59	0.0932	5.3162	0.0

15.0	-95.0	25.0574	20.94	83.56	19.3378	177.3683	3.6612	0.5483	0.78	142.6	0.1982	5.106	0.0

15.0	-94.5	21.3867	15.57	72.79	17.537	125.8491	3.4698	0.3356	0.58	171.93	0.066	3.9697	0.0

15.0	-94.0	17.7154	10.04	56.69	15.6092	80.1159	5.5017	0.1499	0.36	239.78	0.0182	3.2172	0.0

15.0	-93.5	14.9062	7.94	53.25	12.3901	47.491	5.0013	0.0548	0.2	357.42	0.0058	2.1181	0.0

15.0	-93.0	11.1754	5.8	51.87	9.2642	35.7587	4.0605	0.0119	0.04	298.77	0.0032	0.5553	0.0

15.5	-120.0	31.1221	16.59	53.3	25.6861	104.0336	6.6912	0.2245	0.2	88.42	0.1829	1.2483	0.0

15.5	-119.5	30.953	16.39	52.96	25.5088	102.0487	6.742	0.2178	0.2	89.85	0.1763	1.133	0.0

15.5	-119.0	30.681	16.08	52.42	25.343	100.3998	6.7898	0.2085	0.19	89.57	0.1701	1.0766	0.0001

15.5	-118.5	30.6088	15.77	51.52	25.2682	98.7684	6.8502	0.1961	0.18	89.39	0.1587	1.032	0.0

15.5	-118.0	30.415	15.45	50.8	25.233	96.378	6.9297	0.185	0.16	88.57	0.1483	1.0319	0.0

15.5	-117.5	30.2457	15.17	50.15	25.2255	94.293	7.0119	0.1758	0.16	88.57	0.1432	0.9524	0.0

15.5	-117.0	30.1142	14.85	49.32	25.4535	93.4957	7.0527	0.1669	0.15	88.98	0.1326	0.9379	0.0

15.5	-116.5	29.876	14.55	48.71	25.4904	92.6863	7.1287	0.1577	0.14	89.51	0.123	0.9358	0.0

15.5	-116.0	29.595	14.22	48.05	25.1842	91.2973	7.2253	0.1482	0.13	90.29	0.1158	0.8936	0.0

15.5	-115.5	29.3123	13.94	47.55	24.9346	89.9841	7.3178	0.1385	0.13	91.28	0.1078	0.954	0.0

15.5	-115.0	28.9793	13.63	47.04	24.664	87.4306	7.3803	0.1297	0.12	91.62	0.102	0.9402	0.0

15.5	-114.5	28.5852	13.28	46.45	24.4446	84.5401	7.4356	0.1225	0.11	91.62	0.1003	0.8867	0.0

15.5	-114.0	28.2134	12.94	45.88	24.3484	82.3768	7.1358	0.1174	0.11	90.14	0.0976	0.8349	0.0

15.5	-113.5	27.8014	12.57	45.21	24.1947	79.8167	6.9021	0.1135	0.1	88.18	0.0933	0.7614	0.0

15.5	-113.0	27.4437	12.22	44.52	23.9047	77.4238	6.89	0.1095	0.09	86.15	0.0892	0.6352	0.0

15.5	-112.5	27.2299	11.99	44.03	23.6483	75.4016	7.0605	0.1056	0.09	87.63	0.0873	0.6855	0.0

15.5	-112.0	26.9569	11.78	43.68	23.4063	73.139	7.2653	0.1002	0.09	93.43	0.0811	1.027	0.0

15.5	-111.5	26.7004	11.56	43.3	23.1378	70.9665	7.4075	0.0946	0.09	95.61	0.0761	0.9405	0.0

15.5	-111.0	26.4322	11.39	43.1	22.9124	69.3325	7.3623	0.087	0.08	95.98	0.068	0.7401	0.0

15.5	-110.5	26.0959	11.18	42.86	22.6733	67.6621	7.3228	0.0796	0.08	98.28	0.0611	0.6079	0.0

15.5	-110.0	25.6971	10.94	42.57	22.4246	65.8986	7.2162	0.0726	0.08	103.97	0.0545	0.6561	0.0

15.5	-109.5	25.211	10.67	42.33	22.0814	64.2081	7.0241	0.0666	0.07	108.63	0.0484	0.6391	0.0

15.5	-109.0	24.69	10.39	42.1	21.7614	62.3759	6.8996	0.0603	0.07	112.66	0.0427	0.7361	0.0

15.5	-108.5	24.2213	10.14	41.88	21.4451	60.5768	6.7508	0.0548	0.06	115.49	0.0377	0.5837	0.0

15.5	-108.0	23.8329	9.98	41.86	21.2266	58.9118	6.5778	0.0498	0.06	118.33	0.0319	0.5314	0.0

15.5	-107.5	23.4762	9.81	41.78	20.8312	57.1861	6.461	0.0441	0.05	117.28	0.0272	0.4452	0.0

15.5	-107.0	23.1412	9.65	41.71	20.6149	55.608	6.3187	0.0401	0.05	115.14	0.0246	0.388	0.0

15.5	-106.5	22.8303	9.53	41.72	20.4807	54.2273	6.1877	0.0365	0.04	116.42	0.0217	0.3541	0.0

15.5	-106.0	22.4808	9.4	41.8	20.2502	52.7313	6.0521	0.0333	0.04	120.18	0.019	0.271	0.0

15.5	-105.5	22.1374	9.27	41.88	19.9252	51.0516	5.9096	0.0303	0.04	128.42	0.0162	0.3137	0.0

15.5	-105.0	21.7889	9.15	41.99	19.5905	49.3913	5.7474	0.0278	0.04	140.29	0.0136	0.3868	0.0

15.5	-104.5	21.41	9.02	42.14	19.2076	48.7347	5.5967	0.0265	0.04	157.52	0.0113	0.4316	0.0

15.5	-104.0	21.0534	8.93	42.4	18.7079	48.8721	5.4813	0.0261	0.05	180.12	0.0098	0.5837	0.0

15.5	-103.5	20.6678	8.81	42.62	18.2249	48.9325	5.3632	0.0256	0.05	190.74	0.0091	0.5271	0.0

15.5	-103.0	20.2658	8.71	42.99	17.7706	48.9257	5.2493	0.0255	0.05	194.89	0.0089	0.4778	0.0

15.5	-102.5	19.8538	8.62	43.43	17.1655	48.5467	5.1874	0.0249	0.05	199.06	0.0081	0.5358	0.0

15.5	-102.0	19.3945	8.54	44.03	16.7118	48.0675	5.0647	0.0247	0.05	200.95	0.0079	0.568	0.0

15.5	-101.5	18.9142	8.46	44.71	16.3182	47.8375	4.9083	0.0254	0.05	209.33	0.0081	0.6208	0.0

15.5	-101.0	18.4231	8.41	45.68	15.8572	47.6993	4.8155	0.0264	0.06	210.82	0.0088	0.7296	0.0

15.5	-100.5	17.9613	8.36	46.56	15.3417	47.6074	4.6985	0.0278	0.06	205.83	0.0099	0.7803	0.0

15.5	-100.0	17.4806	8.32	47.61	14.8486	47.8051	4.544	0.0281	0.06	204.91	0.0107	0.8581	0.0

15.5	-99.5	17.0073	8.31	48.89	14.3032	49.5518	4.4056	0.0279	0.06	217.97	0.0106	0.9824	0.0

15.5	-99.0	16.5511	8.33	50.31	13.7174	50.0541	4.2595	0.0284	0.07	237.4	0.011	1.0913	0.0

15.5	-98.5	16.0812	8.32	51.74	13.166	48.2519	4.1239	0.0272	0.07	257.72	0.0099	0.9538	0.0

15.5	-98.0	15.6344	8.3	53.08	12.768	47.3409	4.019	0.0299	0.06	214.85	0.0133	0.815	0.0

15.5	-97.5	15.2504	8.27	54.21	12.2648	47.2774	3.8786	0.0319	0.07	215.21	0.0112	0.7239	0.0

