lat	lon	cMin	cMed	cMax
23.0	-97.5	7	1	1
23.0	-97.0	7	1	1
23.0	-96.5	7	1	1
23.0	-96.0	7	1	1
23.0	-95.5	7	1	1
23.0	-95.0	7	1	1
23.0	-94.5	7	1	1
23.0	-94.0	7	1	1
23.0	-93.5	7	1	1
23.0	-93.0	7	1	1
23.0	-92.5	7	1	1
23.0	-92.0	7	1	1
23.0	-91.5	7	1	4
23.0	-91.0	7	1	4
23.0	-90.5	7	1	4
23.0	-90.0	7	1	4
23.0	-89.5	7	1	4
23.0	-89.0	7	1	4
23.0	-88.5	7	1	4
23.0	-88.0	7	1	4
23.0	-87.5	7	1	4
23.0	-87.0	7	1	4
23.0	-86.5	7	1	4
23.0	-86.0	7	1	4
23.0	-85.5	7	1	4
23.0	-85.0	7	1	4
23.5	-120.0	5	2	3
23.5	-119.5	5	2	3
23.5	-119.0	5	2	3
23.5	-118.5	5	2	3
23.5	-118.0	5	2	3
23.5	-117.5	5	2	3
23.5	-117.0	5	2	3
23.5	-116.5	5	2	3
23.5	-116.0	5	2	3
23.5	-115.5	5	2	3
23.5	-115.0	5	2	2
23.5	-114.5	5	2	2
23.5	-114.0	5	2	2
23.5	-113.5	1	2	2
23.5	-113.0	1	2	2
23.5	-112.5	5	2	2
23.5	-112.0	5	2	2
23.5	-111.5	5	2	2
23.5	-111.0	5	2	2
23.5	-110.5	5	1	2
23.5	-109.0	5	1	2
23.5	-108.5	5	1	2
23.5	-108.0	5	1	2
23.5	-107.5	1	1	2
23.5	-107.0	5	1	2
23.5	-97.5	7	1	1
23.5	-97.0	7	1	1
23.5	-96.5	7	1	1
23.5	-96.0	7	1	1
23.5	-95.5	7	1	1
23.5	-95.0	7	1	1
23.5	-94.5	7	1	1
23.5	-94.0	7	1	1
23.5	-93.5	7	1	1
23.5	-93.0	7	1	1
23.5	-92.5	7	1	4
23.5	-92.0	7	1	4
23.5	-91.5	7	1	4
23.5	-91.0	7	1	4
23.5	-90.5	7	1	4
23.5	-90.0	7	1	4
23.5	-89.5	7	1	4
23.5	-89.0	7	1	4
23.5	-88.5	7	1	4
23.5	-88.0	7	1	4
23.5	-87.5	7	1	4
23.5	-87.0	7	1	4
23.5	-86.5	7	1	4
23.5	-86.0	7	1	4
23.5	-85.5	7	1	4
23.5	-85.0	7	1	4
24.0	-120.0	5	2	3
24.0	-119.5	5	2	3
24.0	-119.0	5	2	3
24.0	-118.5	5	2	3
24.0	-118.0	5	2	3
24.0	-117.5	5	2	3
24.0	-117.0	5	2	3
24.0	-116.5	5	2	3
24.0	-116.0	5	2	3
24.0	-115.5	5	2	3
24.0	-115.0	5	2	3
24.0	-114.5	5	2	2
24.0	-114.0	5	2	2
24.0	-113.5	5	2	2
24.0	-113.0	1	2	2
24.0	-112.5	5	2	2
24.0	-112.0	5	2	2
24.0	-111.5	5	2	2
24.0	-111.0	1	2	2
24.0	-109.5	5	2	2
24.0	-109.0	5	2	2
24.0	-108.5	5	1	2
24.0	-108.0	5	1	2
24.0	-107.5	1	1	2
24.0	-97.5	7	1	4
24.0	-97.0	7	1	1
24.0	-96.5	7	1	1
24.0	-96.0	7	1	1
24.0	-95.5	7	1	1
24.0	-95.0	7	1	1
24.0	-94.5	7	1	4
24.0	-94.0	7	1	4
24.0	-93.5	7	1	4
24.0	-93.0	7	1	4
24.0	-92.5	7	1	4
24.0	-92.0	7	1	4
24.0	-91.5	7	1	4
24.0	-91.0	7	1	4
24.0	-90.5	7	1	4
24.0	-90.0	7	1	4
24.0	-89.5	7	1	4
24.0	-89.0	7	1	4
24.0	-88.5	7	1	4
24.0	-88.0	7	1	4
24.0	-87.5	7	1	4
24.0	-87.0	7	1	4
24.0	-86.5	7	1	4
24.0	-86.0	7	1	4
24.0	-85.5	7	1	4
24.0	-85.0	7	1	4
24.5	-120.0	5	2	3
24.5	-119.5	5	2	3
24.5	-119.0	5	2	3
24.5	-118.5	5	2	3
24.5	-118.0	5	2	3
24.5	-117.5	5	2	3
24.5	-117.0	5	2	3
24.5	-116.5	5	2	3
24.5	-116.0	5	2	3
24.5	-115.5	5	2	3
24.5	-115.0	5	2	3
24.5	-114.5	5	2	3
24.5	-114.0	5	2	2
24.5	-113.5	5	2	2
24.5	-113.0	5	2	2
24.5	-112.5	5	2	2
24.5	-112.0	5	2	2
24.5	-110.5	5	2	2
24.5	-110.0	5	2	2
24.5	-109.5	5	2	2
24.5	-109.0	5	1	2
24.5	-108.5	5	1	2
24.5	-108.0	5	1	2
24.5	-97.5	7	1	4
24.5	-97.0	7	1	4
24.5	-96.5	7	1	4
24.5	-96.0	7	1	4
24.5	-95.5	7	1	4
24.5	-95.0	7	1	4
24.5	-94.5	7	1	4
24.5	-94.0	7	1	4
24.5	-93.5	7	1	4
24.5	-93.0	7	1	4
24.5	-92.5	7	1	4
24.5	-92.0	7	1	4
24.5	-91.5	7	1	4
24.5	-91.0	7	1	4
24.5	-90.5	7	1	4
24.5	-90.0	7	1	4
24.5	-89.5	7	1	4
24.5	-89.0	7	1	4
24.5	-88.5	7	1	4
24.5	-88.0	7	1	4
24.5	-87.5	7	1	4
24.5	-87.0	7	1	4
24.5	-86.5	7	1	4
24.5	-86.0	7	1	4
24.5	-85.5	7	1	4
24.5	-85.0	7	1	4
25.0	-120.0	5	2	3
25.0	-119.5	5	2	3
25.0	-119.0	5	2	3
25.0	-118.5	5	2	3
25.0	-118.0	5	2	3
25.0	-117.5	5	2	3
25.0	-117.0	5	2	3
25.0	-116.5	5	2	3
25.0	-116.0	5	2	3
25.0	-115.5	5	2	3
25.0	-115.0	5	2	3
25.0	-114.5	5	2	3
25.0	-114.0	5	2	3
25.0	-113.5	5	2	2
25.0	-113.0	5	2	2
25.0	-112.5	5	2	2
25.0	-110.5	5	2	3
25.0	-110.0	5	2	2
25.0	-109.5	5	2	2
25.0	-109.0	5	2	2
25.0	-108.5	5	2	2
25.0	-97.5	7	1	4
25.0	-97.0	7	1	4
25.0	-96.5	7	1	4
25.0	-96.0	7	1	4
25.0	-95.5	7	1	4
25.0	-95.0	7	1	4
25.0	-94.5	7	1	4
25.0	-94.0	7	1	4
25.0	-93.5	7	1	4
25.0	-93.0	7	1	4
25.0	-92.5	7	1	4
25.0	-92.0	7	1	4
25.0	-91.5	7	1	4
25.0	-91.0	7	1	4
25.0	-90.5	7	1	4
25.0	-90.0	7	1	4
25.0	-89.5	7	1	4
25.0	-89.0	7	1	4
25.0	-88.5	7	1	4
25.0	-88.0	7	1	4
25.0	-87.5	7	1	4
25.0	-87.0	7	1	4
25.0	-86.5	7	1	4
25.0	-86.0	7	1	4
25.0	-85.5	7	1	4
25.0	-85.0	7	1	4
25.5	-120.0	5	2	3
25.5	-119.5	5	2	3
25.5	-119.0	5	2	3
25.5	-118.5	5	2	3
25.5	-118.0	5	2	3
25.5	-117.5	5	2	3
25.5	-117.0	5	2	3
25.5	-116.5	5	2	3
25.5	-116.0	5	2	3
25.5	-115.5	5	2	3
25.5	-115.0	5	2	3
25.5	-114.5	5	2	3
25.5	-114.0	5	2	3
25.5	-113.5	5	2	3
25.5	-113.0	5	2	3
25.5	-112.5	5	2	2
25.5	-111.0	5	2	2
25.5	-110.5	5	2	2
25.5	-110.0	5	2	2
25.5	-109.5	5	2	2
25.5	-97.0	7	1	4
25.5	-96.5	7	1	4
25.5	-96.0	7	1	4
25.5	-95.5	7	1	4
25.5	-95.0	7	1	4
25.5	-94.5	7	1	4
25.5	-94.0	7	1	4
25.5	-93.5	7	1	4
25.5	-93.0	7	1	4
25.5	-92.5	7	1	4
25.5	-92.0	7	1	4
25.5	-91.5	7	1	4
25.5	-91.0	7	1	4
25.5	-90.5	7	1	4
25.5	-90.0	7	1	4
25.5	-89.5	7	1	4
25.5	-89.0	7	1	4
25.5	-88.5	7	1	4
25.5	-88.0	7	1	4
25.5	-87.5	7	1	4
25.5	-87.0	7	1	4
25.5	-86.5	7	1	4
25.5	-86.0	7	1	4
25.5	-85.5	7	1	4
25.5	-85.0	7	1	4
26.0	-120.0	5	2	3
26.0	-119.5	5	2	3
26.0	-119.0	5	2	3
26.0	-118.5	5	2	3
26.0	-118.0	5	2	3
26.0	-117.5	5	2	3
26.0	-117.0	5	2	3
26.0	-116.5	5	2	3
26.0	-116.0	5	2	3
26.0	-115.5	5	2	3
26.0	-115.0	5	2	3
26.0	-114.5	5	2	3
26.0	-114.0	5	2	3
26.0	-113.5	5	2	3
26.0	-113.0	5	1	3
26.0	-112.5	5	2	3
26.0	-111.0	5	2	2
26.0	-110.5	5	2	2
26.0	-110.0	5	2	2
26.0	-109.5	5	2	2
26.0	-97.0	7	1	4
26.0	-96.5	7	1	4
26.0	-96.0	7	1	4
26.0	-95.5	7	1	4
26.0	-95.0	7	1	4
26.0	-94.5	7	1	4
26.0	-94.0	7	1	4
26.0	-93.5	7	1	4
26.0	-93.0	7	1	4
26.0	-92.5	7	1	4
26.0	-92.0	7	1	4
26.0	-91.5	7	1	4
26.0	-91.0	7	1	4
26.0	-90.5	7	1	4
26.0	-90.0	7	1	4
26.0	-89.5	7	1	4
26.0	-89.0	7	1	4
26.0	-88.5	7	1	4
26.0	-88.0	7	1	4
26.0	-87.5	7	1	4
26.0	-87.0	7	1	4
26.0	-86.5	7	1	4
26.0	-86.0	7	1	4
26.0	-85.5	7	1	4
26.0	-85.0	7	1	4
26.5	-120.0	5	2	3
26.5	-119.5	5	2	3
26.5	-119.0	5	2	3
26.5	-118.5	5	2	3
26.5	-118.0	5	2	3
26.5	-117.5	5	2	3
26.5	-117.0	5	2	3
26.5	-116.5	5	2	3
26.5	-116.0	5	2	3
26.5	-115.5	5	2	3
26.5	-115.0	5	2	3
26.5	-114.5	5	2	3
26.5	-114.0	5	2	3
26.5	-113.5	5	1	3
26.5	-113.0	5	1	3
26.5	-111.0	5	2	2
26.5	-110.5	5	2	2
26.5	-110.0	5	2	2
26.5	-109.5	5	2	2
26.5	-97.0	7	1	4
26.5	-96.5	7	1	4
26.5	-96.0	7	1	4
26.5	-95.5	7	1	4
26.5	-95.0	7	1	4
26.5	-94.5	7	1	4
26.5	-94.0	7	1	4
26.5	-93.5	7	1	4
26.5	-93.0	7	1	4
26.5	-92.5	7	1	4
26.5	-92.0	7	1	4
26.5	-91.5	7	1	4
26.5	-91.0	7	1	4
26.5	-90.5	7	1	4
26.5	-90.0	7	1	4
26.5	-89.5	7	1	4
26.5	-89.0	7	1	4
26.5	-88.5	7	1	4
26.5	-88.0	7	1	4
26.5	-87.5	7	1	4
26.5	-87.0	7	1	4
26.5	-86.5	7	1	4
26.5	-86.0	7	1	4
26.5	-85.5	7	1	4
26.5	-85.0	7	1	4
27.0	-120.0	5	2	3
27.0	-119.5	5	2	3
27.0	-119.0	5	2	3
27.0	-118.5	5	2	3
27.0	-118.0	5	2	3
27.0	-117.5	5	2	3
27.0	-117.0	5	2	3
27.0	-116.5	5	2	3
27.0	-116.0	5	2	3
27.0	-115.5	5	2	3
27.0	-115.0	5	2	3
27.0	-114.5	5	2	3
27.0	-111.5	5	2	2
27.0	-111.0	5	2	2
27.0	-110.5	5	2	2
27.0	-110.0	5	2	2
27.0	-97.0	7	1	4
27.0	-96.5	7	1	4
27.0	-96.0	7	1	4
27.0	-95.5	7	1	4
27.0	-95.0	7	1	4
27.0	-94.5	7	1	4
27.0	-94.0	7	1	4
27.0	-93.5	7	1	4
27.0	-93.0	7	1	4
27.0	-92.5	7	1	4
27.0	-92.0	7	1	4
27.0	-91.5	7	1	4
27.0	-91.0	7	1	4
27.0	-90.5	7	1	4
27.0	-90.0	7	1	4
27.0	-89.5	7	1	4
27.0	-89.0	7	1	4
27.0	-88.5	7	1	4
27.0	-88.0	7	1	4
27.0	-87.5	7	1	4
27.0	-87.0	7	1	4
27.0	-86.5	7	1	4
27.0	-86.0	7	1	4
27.0	-85.5	7	1	4
27.0	-85.0	7	1	4
27.5	-120.0	5	2	3
27.5	-119.5	5	2	3
27.5	-119.0	5	2	3
27.5	-118.5	5	2	3
27.5	-118.0	5	2	3
27.5	-117.5	5	2	3
27.5	-117.0	5	2	3
27.5	-116.5	5	2	3
27.5	-116.0	5	2	3
27.5	-115.5	5	2	3
27.5	-115.0	5	2	3
27.5	-112.0	5	2	2
27.5	-111.5	5	2	2
27.5	-111.0	5	2	2
27.5	-97.0	7	1	4
27.5	-96.5	7	1	4
27.5	-96.0	7	1	4
27.5	-95.5	7	1	4
27.5	-95.0	7	1	4
27.5	-94.5	7	1	4
27.5	-94.0	7	1	4
27.5	-93.5	7	1	4
27.5	-93.0	7	1	4
27.5	-92.5	7	1	4
27.5	-92.0	7	1	4
27.5	-91.5	7	1	4
27.5	-91.0	7	1	4
27.5	-90.5	7	1	4
27.5	-90.0	7	1	4
27.5	-89.5	7	1	4
27.5	-89.0	7	1	4
27.5	-88.5	7	1	4
27.5	-88.0	7	1	4
27.5	-87.5	7	1	4
27.5	-87.0	7	1	4
27.5	-86.5	7	1	4
27.5	-86.0	7	1	4
27.5	-85.5	7	1	4
27.5	-85.0	7	1	4
28.0	-120.0	6	2	3
28.0	-119.5	6	2	3
28.0	-119.0	5	2	3
28.0	-118.5	5	2	3
28.0	-118.0	5	2	3
28.0	-117.5	5	2	3
28.0	-117.0	5	2	3
28.0	-116.5	5	2	3
28.0	-116.0	5	2	3
28.0	-115.5	5	2	3
28.0	-115.0	5	2	3
28.0	-114.5	5	2	3
28.0	-112.5	5	2	2
28.0	-112.0	5	2	2
28.0	-111.5	5	2	2
28.0	-96.5	7	1	4
28.0	-96.0	7	1	4
28.0	-95.5	7	1	4
28.0	-95.0	7	1	4
28.0	-94.5	7	1	4
28.0	-94.0	7	1	4
28.0	-93.5	7	1	4
28.0	-93.0	7	1	4
28.0	-92.5	7	1	4
28.0	-92.0	7	1	4
28.0	-91.5	7	1	4
28.0	-91.0	7	1	4
28.0	-90.5	7	1	4
28.0	-90.0	7	1	4
28.0	-89.5	7	1	4
28.0	-89.0	7	1	4
28.0	-88.5	7	1	4
28.0	-88.0	7	1	4
28.0	-87.5	7	1	4
28.0	-87.0	7	1	4
28.0	-86.5	7	1	4
28.0	-86.0	7	1	4
28.0	-85.5	7	1	4
28.0	-85.0	7	1	4
28.5	-120.0	6	2	3
28.5	-119.5	6	2	3
28.5	-119.0	6	2	3
28.5	-118.5	5	2	3
28.5	-118.0	5	2	3
28.5	-117.5	5	2	3
28.5	-117.0	5	2	3
28.5	-116.5	5	2	3
28.5	-116.0	5	2	3
28.5	-115.5	5	2	3
28.5	-115.0	5	2	3
28.5	-114.5	5	2	3
28.5	-113.0	5	2	3
28.5	-112.5	5	2	2
28.5	-112.0	5	2	2
28.5	-96.0	7	1	4
28.5	-95.5	7	1	4
28.5	-95.0	7	1	4
28.5	-94.5	7	1	4
28.5	-94.0	7	1	4
28.5	-93.5	7	1	4
28.5	-93.0	7	1	4
28.5	-92.5	7	1	4
28.5	-92.0	7	1	4
28.5	-91.5	7	1	4
28.5	-91.0	7	1	4
28.5	-90.5	7	1	4
28.5	-90.0	7	1	4
28.5	-89.5	7	1	4
28.5	-89.0	7	1	4
28.5	-88.5	7	1	4
28.5	-88.0	7	1	4
28.5	-87.5	7	1	4
28.5	-87.0	7	1	4
28.5	-86.5	7	1	4
28.5	-86.0	7	1	4
28.5	-85.5	7	1	4
28.5	-85.0	7	1	4
29.0	-120.0	6	2	3
29.0	-119.5	6	2	3
29.0	-119.0	6	2	3
29.0	-118.5	6	2	3
29.0	-118.0	5	2	3
29.0	-117.5	5	2	3
29.0	-117.0	5	2	3
29.0	-116.5	5	2	3
29.0	-116.0	5	2	3
29.0	-115.5	5	2	3
29.0	-115.0	5	2	3
29.0	-113.0	5	2	3
29.0	-94.5	7	1	4
29.0	-94.0	7	1	4
29.0	-93.5	7	1	4
29.0	-93.0	7	1	4
29.0	-92.5	7	1	4
29.0	-92.0	7	1	4
29.0	-91.5	7	1	4
29.0	-91.0	7	1	4
29.0	-90.5	7	1	4
29.0	-90.0	7	1	4
29.0	-89.5	7	1	4
29.0	-89.0	7	1	4
29.0	-88.5	7	1	4
29.0	-88.0	7	1	4
29.0	-87.5	7	1	4
29.0	-87.0	7	1	4
29.0	-86.5	7	1	4
29.0	-86.0	7	1	4
29.0	-85.5	7	1	4
29.0	-85.0	7	1	4
29.5	-120.0	6	2	3
29.5	-119.5	6	2	3
29.5	-119.0	6	2	3
29.5	-118.5	6	2	3
29.5	-118.0	6	2	3
29.5	-117.5	5	2	3
29.5	-117.0	5	2	3
29.5	-116.5	5	2	3
29.5	-116.0	5	2	3
29.5	-115.5	5	2	3
29.5	-113.0	5	2	3
29.5	-112.5	5	2	3
29.5	-94.0	7	1	4
29.5	-93.5	7	1	4
29.5	-93.0	7	1	4
29.5	-92.5	7	1	4
29.5	-92.0	7	1	4
29.5	-89.0	7	1	4
29.5	-88.5	7	1	4
29.5	-88.0	7	1	4
29.5	-87.5	7	1	4
29.5	-87.0	7	1	4
29.5	-86.5	7	1	4
29.5	-86.0	7	1	4
29.5	-85.5	7	1	4
29.5	-85.0	7	1	4
30.0	-120.0	6	2	3
30.0	-119.5	6	2	3
30.0	-119.0	6	2	3
30.0	-118.5	6	2	3
30.0	-118.0	6	2	3
30.0	-117.5	5	2	3
30.0	-117.0	5	2	3
30.0	-116.5	5	2	3
30.0	-116.0	5	2	3
30.0	-114.0	5	2	3
30.0	-113.5	5	2	3
30.0	-113.0	5	2	3
30.0	-89.0	7	1	4
30.0	-88.5	7	1	4
30.0	-88.0	7	1	4
30.0	-87.5	7	1	4
30.0	-87.0	7	1	4
30.0	-86.5	7	1	4
30.0	-86.0	7	1	4
30.5	-120.0	6	2	3
30.5	-119.5	6	2	3
30.5	-119.0	6	2	3
30.5	-118.5	6	2	3
30.5	-118.0	6	2	3
30.5	-117.5	6	2	3
30.5	-117.0	6	2	3
30.5	-116.5	5	2	3
30.5	-114.5	5	2	3
30.5	-114.0	5	2	3
30.5	-113.5	5	2	3
30.5	-113.0	5	2	3
31.0	-120.0	6	2	3
31.0	-119.5	6	2	3
31.0	-119.0	6	2	3
31.0	-118.5	6	2	3
31.0	-118.0	6	2	3
31.0	-117.5	6	2	3
31.0	-117.0	6	2	3
31.0	-116.5	5	2	3
31.0	-114.5	5	2	3
31.0	-114.0	5	2	3
31.0	-113.5	5	2	3
31.5	-120.0	6	2	3
31.5	-119.5	6	2	3
31.5	-119.0	6	2	3
31.5	-118.5	6	2	3
31.5	-118.0	6	2	3
31.5	-117.5	6	2	3
31.5	-117.0	6	2	3
31.5	-114.5	5	2	3
32.0	-120.0	6	2	3
32.0	-119.5	6	2	3
32.0	-119.0	6	2	3
32.0	-118.5	6	2	3
32.0	-118.0	6	2	3
32.0	-117.5	6	2	3
32.0	-117.0	5	2	3
32.5	-120.0	6	2	3
32.5	-119.5	6	2	3
32.5	-119.0	6	2	3
32.5	-118.5	6	2	3
32.5	-118.0	6	2	3
32.5	-117.5	5	2	3
33.0	-120.0	6	2	3
33.0	-119.5	6	2	3
33.0	-119.0	5	2	3
33.0	-118.5	5	2	3
33.0	-118.0	5	2	3
33.0	-117.5	6	2	3
